,AAA,ZZZi,A El,s,Mass #,dMass #,Exc #,dE #,Orig,Isom.Unc,Isom.Inv,T #,unit T,dT,Jpi */#/T=,Ensdf year,Discovery,BR,T in s
5427,46,993,246Es,,68010       ,100       , 190       , 50       , ,,,        ,  ,       ,2-#           ,  ,    ,,unknown
5428,46,994,246Es,,68200       , 90       , 379.5     ,  2.0     , ,,,        ,  ,       ,              ,  ,    ,,unknown
5429,46,000,246Fm,,70191       , 14       ,           ,          , ,,,  1.54  , s,0.04   ,0+            ,11,1966,A=93.2 6;SF=6.8 6;EC<1.3,4.879965523360458e-08
5430,46,010,246Md,,76120#      ,260#      ,           ,          , ,,,  0.92  , s,0.18   ,1-#           ,11,1996,A=100,2.9153040788906634e-08
5431,46,011,246Md,,76170#      ,260#      ,  60       , 60       ,D,,,  4.4   , s,0.8    ,4-#           ,11,2010,A=57 3;B+>77;B+SF>10;A<23,1.394275863817274e-07
5432,47,940,247Pu,,69210#      ,200#      ,           ,          , ,,,  2.27  , d,0.23   ,1/2+#         ,15,1983,B-=100,0.00621492128678987
5433,47,950,247Am,,67150#      ,100#      ,           ,          , ,,, 23.0   , m,1.3    ,5/2#          ,15,1967,B-=100,4.372956118335995e-05
5434,47,960,247Cm,,65533       ,  4       ,           ,          , ,,, 15.6   ,My,0.5    ,9/2-*         ,15,1954,A=100,0.0156
5435,47,961,247Cm,,65760       ,  4       , 227.38    ,  0.19    , ,,, 26.3   ,us,0.3    ,5/2+          ,15,1968,IT=100,8.333967095089614e-13
5436,47,962,247Cm,,65938       ,  4       , 404.90    ,  0.03    , ,,,100.6   ,ns,0.6    ,1/2+          ,15,2003,IT=100,3.1878216340913122e-15
5437,47,970,247Bk,,65490       ,  5       ,           ,          , ,,,  1.38  ,ky,0.25   ,3/2-          ,15,1965,A~100;SF ?,1380.0
5438,47,980,247Cf,,66109       , 14       ,           ,          , ,,,  3.11  , h,0.03   ,(7/2+)        ,15,1954,EC=99.965 5;A=0.035 5,0.0003547798311658681
5439,47,990,247Es,,68578       , 19       ,           ,          , ,,,  4.55  , m,0.26   ,(7/2+)        ,15,1967,B+~93;A~7;SF ?,8.650847973229903e-06
5440,47,991,247Es,,68630#      , 50#      ,  50#      , 50#      , ,,,>20#    ,us,       ,(3/2-)        ,  ,    ,IT ?;B+ ?;A ?,unknown
5441,47,000,247Fm,,71670#      ,180#      ,           ,          , ,,, 31     , s,1      ,(7/2+)        ,15,1967,A~64;B+ ?,9.823307222348974e-07
5442,47,001,247Fm,,71720#      ,180#      ,  49       ,  8       ,D,,,  5.1   , s,0.2    ,(1/2+)        ,15,1967,A=88 2;B+ ?;IT ?,1.6160924785154763e-07
5443,47,010,247Md,,75940#      ,210#      ,           ,          , ,,,  1.19  , s,0.09   ,7/2-#         ,15,1981,A~100;SF<0.1,3.7708824498694447e-08
5444,47,011,247Md,,76200#      ,210#      , 260       , 40       ,D,,,250     ,ms,40     ,1/2-#         ,15,1993,A=79 5;SF=21 5,7.922021953507237e-09
5445,48,950,248Am,,70560#      ,200#      ,           ,          , ,,,  3#    , m,       ,3+#           ,14,    ,B- ?,5.703855806525211e-06
5446,48,960,248Cm,,67392.7     ,  2.4     ,           ,          , ,,,348     ,ky,6      ,0+            ,14,1956,A=91.61 16;SF=8.39 16;2B- ?,348000.0
5447,48,961,248Cm,,68850.8     ,  2.6     ,1458.1     ,  1.0     , ,,,146     ,us,18     ,8-#           ,  ,2012,IT=100,4.626460820848226e-12
5448,48,970,248Bk,,68130       , 50       ,           ,          , ,,, >9     , y,       ,6+#           ,14,1956,A ?; EC ?,unknown
5449,48,971,248Bk,,68108       , 21       , -20       , 50       , ,,, 23.7   , h,0.2    ,1(-)          ,14,1956,B-=70 5;EC=30 5;A ?,0.00270362765229295
5450,48,973,248Bk,,68180#      , 70#      ,  50#      , 50#      , ,,,        ,  ,       ,(5-)          ,  ,,,unknown
5451,48,980,248Cf,,67238       ,  5       ,           ,          , ,,,333.5   , d,2.8    ,0+            ,14,1954,A~100;SF=0.0029 3,0.9130732375085557
5452,48,990,248Es,,70300#      , 50#      ,           ,          , ,,, 24     , m,3      ,2-#           ,14,1956,B+~100;A~0.25;B+SF=3.5e-4 18,4.563084645220169e-05
5453,48,000,248Fm,,71898       ,  8       ,           ,          , ,,, 34.5   , s,1.2    ,0+            ,14,1958,A~100;B+ ?;SF=0.10 5,1.0932390295839987e-06
5454,48,001,248Fm,,73100#      ,100#      ,1200#      ,100#      , ,,, 10.1   ,ms,0.6    ,6+#           ,14,2010,IT ?;A ?;B+ ?,3.2004968692169234e-10
5455,48,010,248Md,,76950#      ,180#      ,           ,          , ,,,  7     , s,3      ,              ,14,1973,B+=80 10;A=20 10;B+SF<0.05,2.2181661469820262e-07
5456,48,020,248No,,80690#      ,220#      ,           ,          , ,,,        ,  ,<2us   ,0+            ,14,2003,SF ?,unknown
5457,49,950,249Am,,73100#      ,300#      ,           ,          , ,,,  3#    , m,       ,5/2#          ,  ,    ,B- ?,5.703855806525211e-06
5458,49,960,249Cm,,70750.7     ,  2.4     ,           ,          , ,,, 64.15  , m,0.03   ,1/2+          ,11,1956,B-=100,0.00012196744999619743
5459,49,961,249Cm,,70799.5     ,  2.4     ,  48.76    ,  0.04    , ,,, 23     ,us,       ,7/2+          ,11,1966,A=100,7.288260197226658e-13
5460,49,970,249Bk,,69846.3     ,  1.2     ,           ,          , ,,,327.2   , d,0.3    ,7/2+*         ,11,1954,B-~100;A=0.00145 8;SF=47e-9 2,0.8958247775496235
5461,49,971,249Bk,,69855.1     ,  1.2     ,   8.777   ,  0.014   , ,,,300     ,us,       ,3/2-          ,11,1960,IT=100,9.506426344208685e-12
5462,49,980,249Cf,,69722.7     ,  1.2     ,           ,          , ,,,351     , y,2      ,9/2-          ,11,1954,A=100;SF=5.0e-7 4,351.0
5463,49,981,249Cf,,69867.7     ,  1.2     , 144.98    ,  0.05    , ,,, 45     ,us,5      ,5/2+          ,11,1967,IT=100,1.4259639516313027e-12
5464,49,990,249Es,,71180#      , 30#      ,           ,          , ,,,102.2   , m,0.6    ,7/2+          ,11,1956,B+~100;A=0.57 8,0.00019431135447562552
5465,49,000,249Fm,,73519       ,  6       ,           ,          , ,,,  1.6   , m,0.1    ,7/2+          ,11,1960,B+ ?;A=33 9,3.042056430146779e-06
5466,49,010,249Md,,77180       ,160       ,           ,          , ,,, 25.6   , s,0.9    ,(7/2-)        ,11,1973,A=75 5;B+ ?,8.112150480391411e-07
5467,49,011,249Md,,77280#      ,190#      , 100#      ,100#      , ,,,  1.9   , s,0.9    ,(1/2-)        ,11,2001,A=100,6.0207366846655e-08
5468,49,020,249No,,81790#      ,280#      ,           ,          , ,,, 57     ,us,12     ,5/2+#         ,11,2003,B+ ?;A ?,1.8062210053996502e-12
5469,50,960,250Cm,,72990       , 10       ,           ,          , ,,,300#    , y,       ,0+            ,01,1966,SF~74;A ?;B- ?,300.0
5470,50,970,250Bk,,72952.0     ,  2.9     ,           ,          , ,,,  3.212 , h,0.005  ,2-            ,01,1954,B-=100,0.00036641569701117955
5471,50,971,250Bk,,72987.6     ,  2.9     ,  35.59    ,  0.10    , ,,, 29     ,us,1      ,4+            ,01,1966,IT=100,9.189545466068395e-13
5472,50,972,250Bk,,73038       ,  3       ,  85.6     ,  1.6     , ,,,213     ,us,8      ,7+            ,01,1972,IT=100,6.749562704388166e-12
5473,50,973,250Bk,,73163.8     ,  2.9     , 211.80    ,  0.20    , ,,,        ,  ,       ,2+            ,01,    ,IT=100,unknown
5474,50,980,250Cf,,71170.3     ,  1.5     ,           ,          , ,,, 13.08  , y,0.09   ,0+            ,01,1954,A=99.923 3;SF=0.077 3,13.08
5475,50,990,250Es,,73230#      ,100#      ,           ,          , ,,,  8.6   , h,0.1    ,6(+)          ,01,1956,B+~100;A ?,0.0009810631987223362
