,AAA,ZZZi,A El,s,Mass #,dMass #,Exc #,dE #,Orig,Isom.Unc,Isom.Inv,T #,unit T,dT,Jpi */#/T=,Ensdf year,Discovery,BR,T in s
181,23,070,23N,,36720       ,420       ,           ,          , ,,, 13.9   ,ms,1.4    ,1/2-#         ,21,1985,B-=100;B-n=42 6;B-2n=8 4;B-3n<3.4,4.404644206150024e-10
182,23,080,23O,,14620       ,120       ,           ,          , ,,, 97     ,ms,8      ,1/2+          ,21,1970,B-=100;B-n=7 2,3.073744517960808e-09
183,23,090,23F,, 3290       , 30       ,           ,          , ,,,  2.23  , s,0.14   ,5/2+          ,21,1970,B-=100;B-n<14,7.066443582528455e-08
184,23,100,23Ne,,-5154.05    ,  0.10    ,           ,          , ,,, 37.15  , s,0.03   ,5/2+*         ,21,1936,B-=100,1.1772124622911754e-06
185,23,110,23Na,,-9529.8535  ,  0.0018  ,           ,          , ,,,stbl    ,  ,       ,3/2+*         ,21,1921,IS=100,unknown
186,23,118,23Na,,-1638.7     ,  0.3     ,7891.2     ,  0.3     , ,,,        ,  ,       ,5/2+    T=3/2 ,21,    ,IT=100,unknown
187,23,119,23Na,,10060.6     ,  2.0     ,9590.4     ,  2.0     , ,,,240     ,zs,120    ,        T=5/2 ,21,    ,,7.605141075366947e-27
188,23,120,23Mg,,-5473.67    ,  0.03    ,           ,          , ,,, 11.3039, s,0.0032 ,3/2+*         ,21,1939,B+=100,3.581989758410018e-07
189,23,128,23Mg,, 2329.3     ,  0.6     ,7803.0     ,  0.6     , ,,,        ,  ,       ,5/2+    T=3/2 ,21,1981,IT~100;p=0.17 8,unknown
190,23,130,23Al,, 6748.1     ,  0.3     ,           ,          , ,,,446     ,ms,6      ,5/2+          ,21,1969,B+=100;B+p=1.22 5,1.413288716505691e-08
191,23,138,23Al,,18470       , 40       ,1720       , 40       , ,,,        ,  ,       ,(5/2)+  T=5/2 ,21,1997,p=0.10 5;2p=3.6 4,unknown
192,23,140,23Si,,23950#      ,500#      ,           ,          , ,,, 42.3   ,ms,0.4    ,3/2+#         ,21,1986,B+=100;B+p~88;B+2p=3.6 3,1.3404061145334243e-09
193,24,070,24N,,46940#      ,400#      ,           ,          , ,,,        ,  ,<52ns  ,              ,07,    ,n ?,unknown
194,24,080,24O,,18500       ,160       ,           ,          , ,,, 77.4   ,ms,4.5    ,0+            ,07,1970,B-=100;B-n=43 4,2.4526579968058407e-09
195,24,090,24F,, 7540       ,100       ,           ,          , ,,,384     ,ms,16     ,3+            ,07,1970,B-=100;B-n<5.9,1.2168225720587117e-08
196,24,100,24Ne,,-5951.6     ,  0.5     ,           ,          , ,,,  3.38  , m,0.02   ,0+            ,07,1956,"B-=100[gs=0,m=100]",6.426344208685071e-06
197,24,110,24Na,,-8417.901   ,  0.017   ,           ,          , ,,, 14.9560, h,0.0015 ,4+*           ,07,1934,B-=100,0.001706137348847821
198,24,111,24Na,,-7945.694   ,  0.017   , 472.2074  ,  0.0008  , ,,, 20.18  ,ms,0.10   ,1+            ,07,1961,IT~100;B-=0.05,6.394656120871041e-10
199,24,118,24Na,,-2450.53    ,  0.13    ,5967.37    ,  0.13    , ,,,        ,  ,       ,0+      T=2   ,07,    ,,unknown
200,24,120,24Mg,,13933.578   ,  0.013   ,           ,          , ,,,stbl    ,  ,       ,0+            ,07,1920,IS=78.965 49,unknown
201,24,128,24Mg,,-4417.30    ,  0.04    ,9516.28    ,  0.04    , ,,,        ,  ,       ,(4+)    T=1   ,07,    ,,unknown
202,24,129,24Mg,, 1502.8     ,  0.6     ,5436.4     ,  0.6     , ,,,        ,  ,       ,0+      T=2   ,07,    ,,unknown
203,24,130,24Al,,  -48.81    ,  0.23    ,           ,          , ,,,  2.053 , s,0.004  ,4+            ,07,1953,B+=100;B+A=0.035 6;B+p=0.0016 3,6.505564428220143e-08
204,24,131,24Al,,  376.99    ,  0.25    , 425.8     ,  0.1     , ,,,130     ,ms,3      ,1+            ,07,1968,IT=82.5 30;B+=17.5 30;B+A=0.028 6,4.119451415823764e-09
205,24,138,24Al,, 5900       ,  3       ,5949       ,  3       , ,,,        ,  ,       ,0+      T=2   ,07,    ,,unknown
206,24,140,24Si,,10745       , 19       ,           ,          , ,,,143.2   ,ms,2.1    ,0+            ,07,1979,B+=100;B+p=34.5 14,4.537734174968945e-09
207,24,150,24P,,34020#      ,500#      ,           ,          , ,,,        ,  ,       ,1+#           ,  ,    ,p ?;B+ ?;B+p ?,unknown
208,25,070,25N,,55980#      ,500#      ,           ,          , ,,,        ,  ,<260ns ,1/2-#         ,09,    ,n ?;2n ?;B- ?,unknown
209,25,080,25O,,27330       ,170       ,           ,          , ,,,  5.18  ,zs,0.35   ,3/2+#         ,09,2008,n=100,1.6414429487666992e-28
210,25,090,25F,,11330       ,100       ,           ,          , ,,, 80     ,ms,9      ,(5/2+)        ,09,1970,B-=100;B-n=23.1 45;B-2n ?,2.5350470251223157e-09
211,25,100,25Ne,,-2036       , 29       ,           ,          , ,,,602     ,ms,8      ,1/2+*         ,09,1970,B-=100,1.9076228864045427e-08
212,25,110,25Na,,-9357.8     ,  1.2     ,           ,          , ,,, 59.1   , s,0.6    ,5/2+*         ,09,1943,B-=100,1.872765989809111e-06
213,25,120,25Mg,,13192.78    ,  0.05    ,           ,          , ,,,stbl    ,  ,       ,5/2+*         ,09,1920,IS=10.011 13,unknown
214,25,128,25Mg,,-5405.8     ,  0.3     ,7787.0     ,  0.3     , ,,,        ,  ,       ,5/2+    T=3/2 ,09,    ,,unknown
215,25,130,25Al,,-8915.97    ,  0.06    ,           ,          , ,,,  7.1666, s,0.0023 ,5/2+          ,09,1953,B+=100,2.2709585012801984e-07
216,25,138,25Al,,-1014.9     ,  1.8     ,7901.1     ,  1.8     , ,,,        ,  ,       ,5/2+    T=3/2 ,09,    ,,unknown
217,25,140,25Si,, 3827       , 10       ,           ,          , ,,,220.6   ,ms,1.0    ,5/2+          ,09,1963,B+=100;B+p=35 2,6.990392171774786e-09
218,25,150,25P,,20190#      ,400#      ,           ,          , ,,,        ,  ,<30ns  ,1/2+#         ,09,    ,p ?,unknown
219,26,080,26O,,34660       ,160       ,           ,          , ,,,  4.2   ,ps,3.3    ,0+            ,16,2012,2n=100,1.330899688189216e-19
220,26,090,26F,,18670       ,110       ,           ,          , ,,,  8.2   ,ms,0.9    ,1+            ,16,1979,B-=100;B-n=13.5 40;B-2n ?,2.5984232007503733e-10
221,26,091,26F,,19310       ,110       , 643.4     ,  0.1     , ,,,  2.2   ,ms,0.1    ,(4+)          ,16,2013,IT=82 11;B-=?;B-n=12 8,6.971379319086369e-11
222,26,100,26Ne,,  481       , 18       ,           ,          , ,,,197     ,ms,2      ,0+            ,16,1970,B-=100;B-n=0.13 3,6.242553299363703e-09
223,26,110,26Na,,-6861       ,  4       ,           ,          , ,,,071.28  ,ms,0.25   ,3+*           ,16,1958,B-=100,2.2587268993839833e-09
224,26,111,26Na,,-6779       ,  4       ,  82.4     ,  0.04    , ,,,  4.35  ,us,0.16   ,1+            ,16,1987,IT=100,1.378431819910259e-13
225,26,120,26Mg,,16214.544   ,  0.029   ,           ,          , ,,,stbl    ,  ,       ,0+            ,16,1920,IS=11.025 38,unknown
226,26,130,26Al,,12210.14    ,  0.07    ,           ,          , ,,,717     ,ky,24     ,5+            ,16,1934,B+=100,717000.0
227,26,131,26Al,,11981.83    ,  0.07    , 228.306   ,  0.013   ,D,,,346.0   ,ms,0.5    ,0+      T=1   ,16,1934,B+=100,1.0964078383654016e-08
228,26,140,26Si,,-7141.00    ,  0.11    ,           ,          , ,,,  2.2453, s,0.0007 ,0+            ,16,1960,B+=100,7.114926356883919e-08
229,26,148,26Si,, 5874       ,  4       ,3015       ,  4       , ,,,        ,  ,       ,(3+)    T=2   ,16,    ,,unknown
230,26,150,26P,,10970#      ,200#      ,           ,          , ,,, 43.6   ,ms,0.3    ,(3)+          ,16,1983,B+=100;B+p=35.1 14;B+2p=1.99 21,1.3816006286916623e-09
231,26,151,26P,,11130#      ,200#      , 164.4     ,  0.1     , ,,,115     ,ns,8      ,(1+)          ,16,2014,IT=100,3.6441300986133295e-15
232,26,160,26S,,27680#      ,600#      ,           ,          , ,,,        ,  ,<79ns  ,0+            ,16,    ,2p ?,unknown
233,27,080,27O,,44670#      ,500#      ,           ,          , ,,,        ,  ,<260ns ,3/2+#         ,  ,    ,n ?;2n ?,unknown
234,27,090,27F,,25130       ,120       ,           ,          , ,,,  5.0   ,ms,0.2    ,5/2+#         ,11,1981,B-=100;B-n=77 21;B-2n ?,1.5844043907014473e-10
235,27,100,27Ne,, 7050       , 90       ,           ,          , ,,, 30.9   ,ms,1.1    ,(3/2+)        ,11,1977,B-=100;B-n=2.0 5;B-2n ?,9.791619134534946e-10
236,27,110,27Na,,-5518       ,  4       ,           ,          , ,,,301     ,ms,6      ,5/2+*         ,11,1968,B-=100;B-n=0.098 24,9.538114432022713e-09
237,27,120,27Mg,,14586.59    ,  0.05    ,           ,          , ,,,  9.435 , m,0.027  ,1/2+*         ,11,1934,B-=100,1.793862651152179e-05
238,27,130,27Al,,17196.86    ,  0.05    ,           ,          , ,,,stbl    ,  ,       ,5/2+*         ,11,1922,IS=100,unknown
239,27,138,27Al,,10383.1     ,  0.7     ,6813.8     ,  0.7     , ,,,        ,  ,       ,1/2+    T=3/2 ,11,    ,IT=100,unknown
240,27,140,27Si,,12384.51    ,  0.11    ,           ,          , ,,,  4.117 , s,0.014  ,5/2+          ,11,1939,B+=100,1.304598575303572e-07
241,27,148,27Si,,-5759.5     ,  2.3     ,6625.0     ,  2.3     ,Q,,,        ,  ,       ,1/2+    T=3/2 ,11,1977,IT ?,unknown
242,27,150,27P,, -659       ,  9       ,           ,          , ,,,260     ,ms,80     ,1/2+          ,11,1977,B+=100;B+p~0.07,8.238902831647527e-09
243,27,158,27P,,12010       , 30       ,2670       , 30       , ,,,        ,  ,       ,5/2+    T=5/2 ,11,1991,IT ?,unknown
244,27,160,27S,,17490#      ,400#      ,           ,          , ,,, 16.3   ,ms,0.2    ,(5/2+)        ,11,1986,B+=100;B+p=61 3;B+2p=3.0 6,5.165158313686719e-10
245,28,080,28O,,52080#      ,700#      ,           ,          , ,,,        ,  ,<100ns ,0+            ,13,    ,2n ?;B-=0,unknown
246,28,090,28F,,33400       ,120       ,           ,          , ,,, 46     ,zs,       ,(4-)          ,13,2012,n=100,1.4576520394453315e-27
247,28,100,28Ne,,11300       ,130       ,           ,          , ,,, 18.8   ,ms,0.2    ,0+            ,13,1979,B-=100;B-n=12 1;B-2n=3.7 5,5.957360509037443e-10
248,28,110,28Na,, -988       , 10       ,           ,          , ,,, 33.1   ,ms,1.3    ,1+*           ,13,1969,B-=100;B-n=0.58 12,1.0488757066443581e-09
249,28,120,28Mg,,15019.95    ,  0.26    ,           ,          , ,,, 20.915 , h,0.009  ,0+            ,13,1953,B-=100,0.0023859228838694958
250,28,130,28Al,,16850.72    ,  0.05    ,           ,          , ,,,  2.245 , m,0.005  ,3+*           ,13,1934,B-=100,4.2683854285496996e-06
251,28,138,28Al,,10858.14    ,  0.11    ,5992.58    ,  0.10    , ,,,        ,  ,       ,0+      T=2   ,13,    ,,unknown
252,28,140,28Si,,21492.7971  ,  0.0005  ,           ,          , ,,,stbl    ,  ,       ,0+            ,13,1920,IS=92.2545 37,unknown
253,28,145,28Si,,-8951.75    ,  0.05    ,2541.04    ,  0.05    ,Q,,,        ,  ,       ,(3+)          ,13,    ,,unknown
254,28,148,28Si,,12176.88    ,  0.10    ,9315.92    ,  0.10    , ,,,  1.5   ,fs,0.6    ,3+      T=1   ,13,    ,,4.753213172104342e-23
255,28,149,28Si,,-6265.8     ,  1.0     ,5227       ,  1       , ,,,        ,  ,       ,(0+)    T=2   ,13,1968,A=90 11;p=10 11,unknown
256,28,150,28P,,-7147.9     ,  1.1     ,           ,          , ,,,270.3   ,ms,0.5    ,3+            ,13,1953,B+=100;B+p=0.0013 4;B+A=0.00086 25,8.565290136132026e-09
257,28,158,28P,,-1261       , 20       ,5887       , 20       , ,,,        ,  ,       ,0+      T=2   ,13,    ,,unknown
258,28,160,28S,, 4070       ,160       ,           ,          , ,,,125     ,ms,10     ,0+            ,13,1982,B+=100;B+p=20.7 19,3.961010976753618e-09
259,28,170,28Cl,,28270#      ,500#      ,           ,          , ,,,        ,  ,>100ns ,1+#           ,  ,2018,p=100,unknown
260,29,090,29F,,40150       ,530       ,           ,          , ,,,  2.5   ,ms,0.3    ,(5/2+)        ,12,1989,B-=100;B-n=60 40;B-2n ?,7.922021953507237e-11
261,29,100,29Ne,,18400       ,150       ,           ,          , ,,, 14.7   ,ms,0.4    ,(3/2-)        ,12,1985,B-=100;B-n=28 5;B-2n=4 1,4.658148908662255e-10
262,29,110,29Na,, 2680       ,  7       ,           ,          , ,,, 43.2   ,ms,0.4    ,3/2+*         ,12,1969,B-=100;B-n=22 3;B-2n ?,1.3689253935660506e-09
263,29,120,29Mg,,10612.4     ,  0.3     ,           ,          , ,,,  1.30  , s,0.12   ,3/2+*         ,12,1971,B-=100,4.1194514158237636e-08
264,29,130,29Al,,18207.8     ,  0.3     ,           ,          , ,,,  6.56  , m,0.06   ,5/2+*         ,12,1939,B-=100,1.2472431363601794e-05
265,29,140,29Si,,21895.0815  ,  0.0006  ,           ,          , ,,,stbl    ,  ,       ,1/2+*         ,12,1920,IS=4.672 16,unknown
266,29,148,29Si,,13605       ,  5       ,8290       ,  5       , ,,,        ,  ,       ,5/2+    T=3/2 ,12,    ,IT=100,unknown
267,29,150,29P,,16952.8     ,  0.4     ,           ,          , ,,,  4.102 , s,0.004  ,1/2+          ,12,1941,B+=100,1.2998453621314676e-07
268,29,158,29P,,-8571.0     ,  2.5     ,8381.8     ,  2.4     ,Q,,,        ,  ,       ,5/2+    T=3/2 ,12,1969,IT=100,unknown
269,29,160,29S,,-3094       , 13       ,           ,          , ,,,188     ,ms,4      ,5/2+#         ,12,1964,B+=100;B+p=46.4 10,5.957360509037442e-09
270,29,170,29Cl,,14020#      ,190#      ,           ,          , ,,,  5.4   ,zs,1.9    ,(1/2+)        ,16,1993,p=100,1.711156741957563e-28
271,29,180,29Ar,,37970#      ,440#      ,           ,          , ,,,        ,  ,>100ns ,5/2+#         ,  ,2018,2p=100,unknown
272,30,090,30F,,48960#      ,500#      ,           ,          , ,,,        ,  ,<260ns ,              ,10,    ,n ?,unknown
273,30,100,30Ne,,23280       ,250       ,           ,          , ,,,  7.22  ,ms,0.18   ,0+            ,10,1985,B-=100;B-n=13 4;B-2n=8.9 23,2.28787994017289e-10
274,30,110,30Na,, 8475       ,  5       ,           ,          , ,,, 45.9   ,ms,0.7    ,2+*           ,10,1969,B-=100;B-n=28.6 22;B-2n=1.24 19;B-A=5.5e-5 2,1.4544832306639287e-09
275,30,120,30Mg,,-8881.4     ,  1.3     ,           ,          , ,,,317     ,ms,4      ,0+            ,10,1971,B-=100;B-n<0.06,1.0045123837047176e-08
276,30,130,30Al,,15864.1     ,  1.9     ,           ,          , ,,,  3.62  , s,0.06   ,3+*           ,10,1961,B-=100,1.1471087788678479e-07
277,30,140,30Si,,24432.962   ,  0.022   ,           ,          , ,,,stbl    ,  ,       ,0+            ,10,1924,IS=3.0735 21,unknown
278,30,150,30P,,20200.86    ,  0.07    ,           ,          , ,,,  2.5000, m,0.0017 ,1+*     T=0   ,10,1934,B+=100,4.753213172104342e-06
279,30,158,30P,,19523.85    ,  0.08    , 677.01    ,  0.03    , ,,,        ,  ,       ,0+      T=1   ,10,    ,,unknown
280,30,160,30S,,14059.25    ,  0.21    ,           ,          , ,,, 1.1798 , s,0.0003 ,0+            ,10,1961,B+=100,3.738560600299135e-08
281,30,170,30Cl,, 4675       , 24       ,           ,          , ,,,        ,  ,>100ns ,3+#           ,10,2018,p=100,unknown
282,30,180,30Ar,,22070#      ,180#      ,           ,          , ,,,<10     ,ps,       ,0+            ,16,2015,2p=100,unknown
283,31,090,31F,,56840#      ,540#      ,           ,          , ,,,  2#    ,ms,>260ns ,5/2+#         ,13,1999,B- ?;B-n ?;B-2n ?,6.33761756280579e-11
284,31,100,31Ne,,31180       ,270       ,           ,          , ,,,  3.4   ,ms,0.8    ,(3/2-)        ,13,1996,B-=100;B-n ?;B-2n ?,1.0773949856769842e-10
285,31,110,31Na,,12246       , 14       ,           ,          , ,,, 16.8   ,ms,0.3    ,3/2+*         ,13,1969,B-=100;B-n=36.0 35;B-2n=0.73 9;B-3n<0.05,5.323598752756863e-10
286,31,120,31Mg,,-3122       ,  3       ,           ,          , ,,,270     ,ms,2      ,1/2+*         ,13,1977,B-=100;B-n=6.2 19,8.555783709787816e-09
287,31,130,31Al,,14950.7     ,  2.2     ,           ,          , ,,,644     ,ms,25     ,5/2+*         ,13,1971,B-=100;B-n<1.6,2.0407128552234644e-08
288,31,140,31Si,,22949.04    ,  0.04    ,           ,          , ,,,157.16  , m,0.20   ,3/2+          ,13,1934,B-=100,0.00029880599285116735
289,31,150,31P,,24440.5444  ,  0.0007  ,           ,          , ,,,stbl    ,  ,       ,1/2+*         ,13,1920,IS=100,unknown
290,31,158,31P,,18059.7     ,  2.0     ,6380.8     ,  2.0     , ,,,        ,  ,       ,3/2+    T=3/2 ,13,    ,IT=100,unknown
291,31,160,31S,,19042.53    ,  0.23    ,           ,          , ,,,  2.5534, s,0.0018 ,1/2+          ,13,1940,B+=100,8.091236342434151e-08
292,31,168,31S,,12761.9     ,  0.6     ,6280.60    ,  0.60    , ,,,        ,  ,       ,3/2+    T=3/2 ,13,    ,,unknown
293,31,170,31Cl,,-7035       ,  3       ,           ,          , ,,,190     ,ms,1      ,3/2+          ,13,1977,B+=100;B+p=2.4 2,6.0207366846655e-09
294,31,178,31Cl,, 5256       ,  3       ,2291       ,  5       ,Q,,,        ,  ,       ,3/2+    T=5/2 ,  ,  ,,unknown
295,31,180,31Ar,,11330#      ,200#      ,           ,          , ,,, 15.0   ,ms,0.3    ,5/2+*         ,13,1986,B+=100;B+p=68.3 3;B+2p=9.0 2;B+pA<0.38;B+3p=0.07 2;B+A<0.03;2p<0.0006                     ,4.753213172104343e-10
296,31,190,31K,,34260#      ,300#      ,           ,          , ,,,>10     ,ps,       ,3/2+#         ,  ,2019,3p=100,unknown
297,32,100,32Ne,,37000#      ,500#      ,           ,          , ,,,  3.5   ,ms,0.9    ,0+            ,11,1990,B-=100;B-n ?;B-2n ?,1.1090830734910132e-10
298,32,110,32Na,,18640       , 40       ,           ,          , ,,, 12.9   ,ms,0.3    ,(3-)          ,11,1972,B-=100;B-n=26 6;B-2n=7.6 15,4.0877633280097345e-10
299,32,120,32Mg,, -829       ,  3       ,           ,          , ,,, 80.4   ,ms,0.4    ,0+            ,11,1977,B-=100;B-n=5.5 5,2.5477222602479276e-09
300,32,130,32Al,,11099       ,  7       ,           ,          , ,,, 32.6   ,ms,0.5    ,1+*           ,11,1971,B-=100;B-n=0.7 5,1.0330316627373438e-09
301,32,131,32Al,,10142       ,  7       , 956.6     ,  0.5     , ,,,200     ,ns,20     ,(4+)          ,11,1996,IT=100,6.33761756280579e-15
302,32,140,32Si,,24077.69    ,  0.30    ,           ,          , ,,,157     , y,7      ,0+            ,20,1953,B-=100,157.0
303,32,150,32P,,24304.88    ,  0.04    ,           ,          , ,,, 14.269 , d,0.007  ,1+*           ,11,1934,B-=100,0.039066392881587954
304,32,158,32P,,19232.44    ,  0.07    ,5072.44    ,  0.06    , ,,,        ,  ,       ,0+      T=2   ,11,    ,IT=100,unknown
305,32,160,32S,,26015.5371  ,  0.0013  ,           ,          , ,,,stbl    ,  ,       ,0+            ,11,1920,IS=94.85 255,unknown
306,32,168,32S,,19014.1     ,  0.4     ,7001.4     ,  0.4     , ,,,        ,  ,       ,1+      T=1   ,11,    ,IT=100,unknown
307,32,169,32S,,13967.58    ,  0.28    ,2047.96    ,  0.28    , ,,,        ,  ,       ,0+      T=2   ,11,    ,IT=100,unknown
308,32,170,32Cl,,13334.7     ,  0.6     ,           ,          , ,,,298     ,ms,1      ,1+            ,11,1953,B+=100;B+A=0.054 8;B+p=0.026 5,9.443050168580626e-09
309,32,178,32Cl,,-8288.4     ,  0.7     ,5046.3     ,  0.3     , ,,,        ,  ,       ,0+      T=2   ,11,    ,IT=100,unknown
310,32,180,32Ar,,-2200.4     ,  1.8     ,           ,          , ,,, 98     ,ms,2      ,0+            ,11,1977,B+=100;B+p=35.58 22,3.105432605774837e-09
311,32,190,32K,,21990#      ,400#      ,           ,          , ,,,        ,  ,       ,1+#           ,  ,    ,p ?,unknown
312,32,191,32K,,22940#      ,410#      , 950#      ,100#      , ,,,        ,  ,       ,4+#           ,  ,    ,p ?,unknown
313,33,100,33Ne,,46130#      ,600#      ,           ,          , ,,,        ,  ,<260ns ,7/2-#         ,11,    ,n ?,unknown
314,33,110,33Na,,23780       ,450       ,           ,          , ,,,  8.2   ,ms,0.4    ,(3/2+)        ,11,1972,B-=100;B-n=47 6;B-2n=13 3,2.5984232007503733e-10
315,33,120,33Mg,, 4962.9     ,  2.7     ,           ,          , ,,, 92.0   ,ms,1.2    ,3/2-*         ,11,1979,B-=100;B-n=14 2;B-2n ?,2.915304078890663e-09
316,33,130,33Al,,-8497       ,  7       ,           ,          , ,,, 41.46  ,ms,0.09   ,5/2+*         ,11,1971,B-=100;B-n=8.5 7,1.3137881207696402e-09
317,33,140,33Si,,20514.3     ,  0.7     ,           ,          , ,,,  6.18  , s,0.18   ,3/2+*         ,11,1971,B-=100,1.958323826906989e-07
318,33,150,33P,,26337.4     ,  1.1     ,           ,          , ,,, 25.35  , d,0.11   ,1/2+          ,20,1951,B-=100,0.06940451745379878
319,33,160,33S,,26585.8583  ,  0.0013  ,           ,          , ,,,stbl    ,  ,       ,3/2+          ,11,1926,IS=0.763 20,unknown
320,33,168,33S,,21106.07    ,  0.13    ,5479.79    ,  0.13    , ,,,        ,  ,       ,1/2+    T=3/2 ,11,    ,IT=100,unknown
321,33,170,33Cl,,21003.3     ,  0.4     ,           ,          , ,,,  2.5038, s,0.0022 ,3/2+          ,11,1940,B+=100,7.934063426876568e-08
322,33,178,33Cl,,15454.9     ,  0.5     ,5548.4     ,  0.4     ,Q,,,        ,  ,       ,1/2+    T=3/2 ,11,    ,IT=100,unknown
323,33,180,33Ar,,-9384.3     ,  0.4     ,           ,          , ,,,173.0   ,ms,2.0    ,1/2+          ,11,1964,B+=100;B+p=38.7 8,5.482039191827008e-09
