,Parent Isotope,Mean Power Density Over 100 years (watts per gram)
1698,271Bh,17283.007573511317
1029,276Bh,17273.836636198823
2877,140Tb,17258.416260134087
627,168Ta,17211.110220637012
704,142Dy,17166.352049847414
2175,118Pd,17141.401774261183
893,171W,17106.27789099329
78,174Ta,17061.113546752946
231,192Bi,17013.40360992653
3092,133Te,16989.153218518746
3132,68Cu,16987.379346725167
1826,84Br,16983.07218909405
2553,79Sr,16980.496981769902
2308,114Sb,16901.310761350072
1120,73Kr,16857.882059990206
1210,180Hg,16840.354958960124
1916,186Hg,16820.993251544172
959,152Yb,16774.093597342708
596,173Re,16673.24592653584
2294,119Pd,16636.620108178915
710,138Cs,16635.82497803069
466,44Ar,16599.64704224393
2767,245Pu,16591.919862962048
2058,143Eu,16568.248539810204
2011,209Fr,16564.25487963143
3176,214Ra,16517.868656785275
757,121Cs,16498.058482252985
781,54V,16470.25997787191
1540,154Nd,16379.0223255769
2370,40Cl,16328.772289694043
118,189Pb,16207.620806831761
1638,100Tc,16197.042760960563
559,122Ba,16166.532033817133
1241,103Zr,16125.610684071182
1519,118In,16124.853366911653
532,289Nh,16106.299049352174
2218,287Cn,16085.80216564837
1434,114Ag,16081.506301450814
1865,85Mo,16036.567000119656
2949,285Rg,16030.046842368905
3044,87Tc,16025.580517016988
1206,117In,15932.09257435917
72,241Es,15907.3460040507
2160,193Bi,15875.822872502487
2224,169Hf,15874.890341382774
144,102Sn,15842.778271036077
3036,68Se,15795.966499106245
2705,89Mo,15784.833428531896
3033,128I,15744.87687822211
2932,74Zn,15718.566240730026
2417,281Rg,15709.33780339367
70,115Ag,15696.566340421105
793,78Sr,15613.697362075629
742,154Pr,15591.277840672328
2096,175Pt,15490.641014668658
2720,208Fr,15415.334829510015
2302,136Nd,15337.507547618272
2730,91Tc,15243.617734943346
108,103In,15227.58326636203
1633,104In,15222.474905573425
2319,188Tl,15007.790020821456
1311,287Nh,15005.791336959872
3049,274Bh,14965.879783914686
1860,288Nh,14953.46031507508
2944,43Sc,14946.010981837515
2733,167Eu,14889.929753085326
396,185Ta,14859.528528925624
2974,159Ho,14827.119281858346
521,107Rh,14726.506766027693
806,120Xe,14707.068394205553
1518,257Rf,14697.68435843155
1001,164Lu,14637.53792137968
2942,138Pm,14608.702403552781
1720,273Bh,14552.462489542848
2662,128Sn,14544.38629873162
320,174Re,14543.10446660193
2867,97Pd,14533.581443530798
505,120Cd,14521.699245497544
2051,200At,14466.194924376765
1643,278Bh,14447.83276640715
2193,275Bh,14447.548386195587
1790,108Rh,14438.820512559023
189,106Sn,14397.462043580814
2737,141Nd,14373.677905601759
572,139Sm,14355.838236241994
222,137Pr,14346.644943673087
2279,256Lr,14234.661717425663
1450,245Fm,14199.61832746275
2233,254Lr,14168.69522440174
1175,87Nb,14107.01834343544
2351,203Rn,14077.944736688278
545,75Kr,13975.719625325446
1690,144Cs,13948.748194507247
634,284Ds,13892.066740865033
894,107Sn,13808.348707926732
961,129Pm,13687.858228044226
2778,130Sb,13665.818101151866
2958,191Pb,13597.337368782744
914,70Cu,13556.744547748449
1383,255Lr,13498.191746280427
2699,92Ru,13488.970179502154
609,196Re,13457.792063398223
414,181Tl,13283.66706508708
2890,125Ba,13280.351327790433
2546,10Be,13224.630099226599
2702,104Ag,13189.833162337003
880,227U,13132.727497125317
785,283Cn,13093.62091893511
62,110Rh,13042.611915446654
1839,93Tc,12952.135609131703
1177,180Er,12949.999099770026
570,265Rf,12925.197953441017
2477,244Es,12917.390169277118
858,285Nh,12865.205041160552
3027,103Nb,12769.114466213601
3016,74Cu,12763.656888633264
3112,114Rh,12591.603234260487
376,46K,12586.365621432185
1267,262Db,12583.495859092367
1572,286Nh,12583.386667825318
1257,123Ba,12581.29053550159
782,152Ho,12574.484191770887
1224,138Sm,12557.746111622224
1050,242Es,12543.721589306104
147,278Hs,12443.784149131356
989,159Pm,12408.554115469662
651,201At,12328.50691307487
2459,129Ce,12293.113628271381
3035,68As,12139.102390626129
2082,285Cn,12110.033833284942
2007,177Os,12075.437268879923
1867,121I,12074.461640624046
2661,286Cn,12074.1393066544
1268,139Pm,12067.781561982076
1622,161Yb,12056.194280354914
2826,194Bi,12053.23821354606
2013,259Rf,12013.333169149937
3079,168Os,11926.569189638869
588,157Tm,11830.520352678968
1393,226Pa,11796.689271491994
1011,269Bh,11630.371784444731
1293,187Ta,11567.218572873015
2597,94Y,11563.270300735778
2764,178Lu,11503.800871999894
3028,164Gd,11479.701387216144
351,155Yb,11470.466510372824
2774,199Pb,11459.593557140512
1405,202Os,11423.361486325026
2731,128Ce,11405.213838649746
1260,192Ta,11352.329247316591
2624,148Dy,11281.260343849834
2072,243Es,11253.763182286646
2196,75Br,11233.963602362322
1949,53V,11232.762008939375
159,284Rg,11189.521846958385
406,134Sn,11173.373324050812
156,128La,11151.797473229753
910,148Ce,11083.641756653731
2005,190Pb,11077.131399803631
2002,50Sc,11074.419135523753
2694,283Ds,11056.175122550403
454,205Au,11055.340346496687
446,57Mn,11049.972539444028
1298,158Tm,10961.599242202385
1915,131La,10860.773408136785
2492,120In,10846.683192674682
2672,71Se,10844.737781196245
1320,168Lu,10822.678010007532
1878,137Gd,10813.472939812636
1712,198Po,10780.434410273
272,255Fm,10732.636704332614
1385,81Rb,10700.634732797305
2569,124In,10665.544391760968
259,75Ge,10651.733272696812
2387,182Pt,10646.060845160786
999,163Lu,10618.771993816732
1174,189W,10565.240615420973
1012,233Cm,10551.906174558351
625,176Os,10531.68981804517
3134,179Yb,10514.390322803149
1451,113Pd,10503.175491401596
1778,201Pt,10488.547183966382
2157,113Sb,10409.600296026227
1153,155Sm,10384.028611798758
2395,192W,10369.743474996681
814,95Rh,10275.484920106303
212,228Np,10246.582937248011
2887,249Md,10209.789929673352
1045,169Ta,10191.150689603546
2172,134I,10180.828753784375
2405,254No,10168.113623488349
1275,239Cf,10163.801107660705
1466,118Xe,10135.764228502723
684,204Rn,10126.35441378619
1738,198Ir,9978.643533405359
1344,261Rf,9976.756255773063
12,131Te,9921.599489304117
102,154Er,9889.336403781886
2860,103Ag,9878.093026136165
407,267Sg,9865.480934595147
3141,170Dy,9854.488363480299
3026,139Pr,9840.32756425278
1211,29Mg,9752.061344938196
2521,122Ce,9747.403121753527
2963,86Br,9736.527099159084
2182,84Mo,9673.103472234945
1254,57Ni,9645.062264789429
3069,228Pa,9632.657939911296
2277,115Te,9542.278285313298
444,178Os,9486.440973518698
412,127La,9465.599634090147
988,175Tm,9458.204963243747
2647,160Yb,9424.683174411697
1024,201Bi,9409.57851247629
1280,104Rh,9388.411514392657
1500,53Fe,9380.302061425586
2448,189Tl,9348.300736182153
476,247Fm,9330.935395753637
2844,149Dy,9322.062847430085
591,105In,9301.90488094273
836,176Re,9230.49312350423
2904,238Am,9206.273574444225
663,119Xe,9185.279463424824
2410,268Sg,9175.802088287553
763,95Ag,9164.434270567826
1234,155Er,9094.676231035304
1672,83Y,9089.198795284516
1408,73Br,9044.126732983521
1524,252Fm,9042.318467423565
326,258Es,9027.955555384944
2870,133Pr,9020.858500646727
1064,84Ge,9020.443290366082
2755,188Hg,9020.075070723386
719,163Gd,9001.236389833379
3076,245Es,8973.965050077972
1105,115Rh,8972.318428310511
2303,158Eu,8926.952105098117
731,140Eu,8849.523052203283
2695,123Cs,8801.51638222436
1598,139Ba,8762.707395675421
838,248Fm,8660.716034547306
1499,130La,8631.783326571807
722,205Pt,8593.902271264811
991,225Pa,8585.80593756541
3146,153Pm,8532.796126104717
3182,204Ir,8501.349205322655
1252,49Sc,8476.679535736861
2793,192Re,8450.682903663728
3095,190Tl,8418.006874986271
1885,240Es,8324.783172976257
2550,211Fr,8314.38821685031
2197,78As,8302.12114999414
439,271Sg,8297.564483619253
1659,232Cm,8238.088437412916
504,240Cf,8237.26298005139
1603,98Rh,8204.522826207405
830,44K,8178.011431481403
2330,166Hf,8170.176779470807
416,248Md,8147.016998073763
184,181Ir,8145.745359527333
2030,197W,8043.953002873143
1941,61Co,8022.765765617083
1736,172W,8014.747102892677
847,226Ac,7988.936463094195
2238,106In,7952.685664550912
714,165Yb,7864.55371401967
1700,88Mo,7798.263607717978
1497,179Os,7793.841460167323
2300,199Pt,7771.960656732519
1930,143Sm,7755.666440971667
182,202Bi,7724.6963110011375
1119,165Re,7575.610112742843
329,96Rh,7574.90570557472
687,193Pb,7573.81448467038
1612,66Ge,7543.947397912119
812,55Ti,7522.7488937220205
993,149La,7522.228915801155
362,101Sn,7477.108864274484
1856,114Pd,7445.3349600845295
1896,150Dy,7433.458689080233
2640,185Au,7426.878723978797
502,100Nb,7419.883688879604
2154,175Re,7388.037267449392
479,252No,7372.798207336977
89,213Ra,7352.992944763222
885,234Cm,7341.341348794491
737,205Rn,7335.591018624451
693,195Bi,7287.371904518329
456,90Mo,7205.41615094731
2607,173W,7172.172077104502
930,160Ta,7115.193147904289
522,117Ba,7080.007292152519
2236,127Nd,7076.474013621114
1502,232Pa,7031.291820558779
2239,45Ti,7030.490725039999
2358,247Pu,7025.475294581191
553,239Bk,7011.413418603489
1594,260Lr,7004.107060748598
2632,202At,7001.689459277748
664,215Hg,6987.699167807705
237,29Al,6983.618684759416
1284,253No,6973.360950747265
590,96Sr,6954.43605702538
1386,289Fl,6933.091768710605
642,249Fm,6925.655098364693
1406,231Am,6818.209762805814
224,290Fl,6813.486774903172
432,251Es,6790.848407535707
1176,250Md,6780.851684374955
1053,159Tm,6749.729217106773
3102,231Th,6729.4761763454535
589,102Cd,6722.518337963734
1243,192Pb,6717.144175188249
9,162Sm,6677.199249060856
2025,37S,6670.488627439171
1136,270Sg,6660.638481808744
2059,181Os,6615.238237331013
1529,158Ho,6601.540284753789
2711,160Tm,6596.194227012491
1470,210Fr,6566.832560656612
2830,259Fm,6553.79709682179
1859,165Lu,6542.521829023398
310,246Cf,6500.887571056061
1263,108Sn,6496.693093466836
1742,120Ag,6443.807994025297
3093,131Ce,6410.160799713797
3104,272Sg,6313.643597336761
2646,42S,6278.993773756697
3152,92Sr,6239.865624947792
1200,117Cd,6235.899291845804
3131,231Cm,6214.52624936107
2658,52Fe,6191.156612333563
937,85Zr,6150.906778650495
348,234Bk,6134.852835907722
122,37K,6116.689429566287
1993,160Eu,6078.440652274066
901,134Nd,6077.989138751648
2599,153Tm,6067.359338163158
712,183Hf,6037.936022407372
41,202Au,5971.299588462773
1169,52V,5941.7678670009855
662,191Re,5934.5360206915275
2613,129La,5921.378481267401
350,55Cr,5911.5902960097565
1777,109In,5875.505564569508
2104,228Pu,5858.665566841106
3179,8Li,5841.072800900621
1242,182Tl,5731.06893160676
2665,232Am,5680.479827173744
2925,163Yb,5679.099112200025
1932,88Ru,5675.295121790564
299,27Mg,5660.10502626556
941,117Sb,5628.584381510659
827,234Am,5609.826178092371
1180,127Ba,5605.740399011792
1201,161Gd,5603.435102251015
245,31Si,5588.78943171298
3077,258Db,5573.327660808884
242,85Br,5562.92830250746
2440,91Mo,5553.2486305352595
2785,123Xe,5552.592425317848
1833,135Eu,5544.9024751902525
387,171Tb,5532.036275968445
2677,264Db,5525.636205741116
1541,224Ra,5508.492587858264
543,127Sn,5481.418529483807
1617,246Bk,5478.238324953791
2839,183Pt,5444.864219442602
1339,273Sg,5433.571641872391
3156,103Cd,5382.085038295254
945,241Cf,5378.49003413186
2541,135Nd,5368.423667246401
3030,124Ba,5363.811393371499
166,222Rn,5348.909090345462
1493,236Bk,5344.356167024287
2656,116Te,5323.442013000779
3072,178Yb,5310.686495676592
1942,252Md,5263.992589289145
3125,101Ag,5257.26488631973
3187,106Nb,5254.114185371421
1795,229Pu,5248.90676970436
1402,227Pu,5238.695889639349
2338,152Ce,5232.600318620784
777,268Bh,5220.4992858838605
515,197Pb,5216.848317611295
2854,146Er,5198.3146286058745
2214,132I,5194.244556083006
117,283Rg,5162.147366477385
2388,65Ni,5158.965194426805
188,91Rh,5096.208553034475
3151,188Au,5078.004113493784
2866,204Au,5054.938892062322
1372,255No,5025.47665573537
1271,90Nb,5016.411709081836
1691,61Cu,5002.388765405033
2686,203Pb,4952.472325673262
1496,282Rg,4950.4666459468945
2255,164Sm,4937.940529857642
1273,154Ho,4928.94786728731
732,196Bi,4911.232157665617
1535,108Ru,4907.09878900716
1911,88Kr,4874.45936510795
2432,86Y,4842.444069899449
225,180Yb,4786.925099171506
429,198Os,4786.635386135857
1539,189Hg,4749.261113291624
2290,118I,4723.393388925459
491,230Pu,4707.2776810661
3148,78Rb,4689.731906105975
313,199Po,4608.51151020346
1591,166Eu,4570.508539061221
1414,269Sg,4555.799165137488
494,238Np,4521.060195660431
855,97Nb,4518.474963994447
932,114Te,4500.804256208356
3144,139Tb,4496.2903895237605
2284,240Am,4495.17756489322
1326,140Sm,4489.2094235158465
352,270Bh,4461.338963633245
2404,132La,4431.828156888435
451,233Am,4424.774576385778
3177,196Ir,4423.320469217988
2471,51Ti,4382.785107154727
37,230Am,4378.533008183051
2322,186Au,4377.021041400927
2878,241Bk,4342.6861838015175
888,233Bk,4322.1570467043
1543,225Th,4312.92169496781
2296,195Ir,4308.938567482581
549,119I,4272.883696967003
1287,177Au,4242.645074483057
2874,128In,4237.111944148425
3190,73Se,4213.150223488103
562,134Pr,4176.213500908025
2684,150Tb,4168.68112458199
809,237Bk,4166.027988595855
1202,155Dy,4152.097574905902
145,151Yb,4138.9922801409575
2235,66Ga,4137.599593050865
1853,142La,4068.8133084831634
1919,204Fr,4060.592417558063
2643,109Sn,4051.8657166787693
1975,236Am,4023.766946733342
1093,148La,4018.3994989532766
1000,282Ds,4007.8402982214043
2799,242Cf,3996.9433305093216
2857,174Er,3990.8846039006944
923,192Tl,3898.2037346644784
434,197Bi,3892.5383604131466
1650,99Pd,3890.3136392842107
1709,154Hf,3860.986905675754
2563,157Er,3845.545920018657
1757,229Np,3831.911834415917
934,256Cf,3828.8054996234705
808,129Te,3812.9981665802625
431,160Ho,3729.967590529906
1872,195Hg,3715.3074042847
1897,179Re,3703.2132357151268
816,98Pd,3690.043070572626
3136,162Yb,3687.6194934968576
1996,62Zn,3643.0120706536336
304,135Pr,3624.9484724242366
66,238Bk,3623.7091166958744
694,203At,3617.892559158564
263,197Tl,3611.2978454694166
955,112Ag,3597.3907029719353
276,159Eu,3581.178010016715
1893,198Bi,3557.7556996881876
2443,194Pb,3551.189126153683
982,151Dy,3532.020874326337
928,239Np,3467.1408157146534
257,180Ta,3449.241729101199
94,230Np,3431.830685896309
262,166Tm,3431.3363252549925
354,193Hg,3404.334718980854
154,182Ir,3399.043843991121
2812,235Bk,3381.341111747265
3137,251Md,3381.1317760693396
2934,253Fm,3369.0240223931482
1657,163Sm,3361.8596929410414
2131,56Mn,3360.2611730089293
372,130Ce,3348.4536958038348
1222,115Cs,3344.9437592737786
624,171Ta,3318.631768678112
52,65Fe,3249.796152086164
1624,201Pb,3225.1757447584146
3171,247Es,3218.274619736664
2557,156Er,3213.1674227716885
2439,240Bk,3166.7986451466686
2356,257Db,3161.6369325592814
403,242Bk,3159.3673040647277
1286,184Hf,3086.0039555807557
1274,204At,3060.45387530035
1890,247Cm,3050.5225361122084
2343,180Os,3043.1338853164684
747,260Db,3021.640859920937
2663,30S,3019.5015398983146
879,148Pr,3017.4395241246443
643,184Pt,2978.5218587007785
1371,110In,2974.1237869901897
86,176Tm,2969.8720302726715
1066,207Rn,2968.036336568516
1772,114In,2966.8432218207263
1453,97Rh,2948.18122145056
435,248Am,2941.9013810770402
1237,161Tm,2858.599160950768
1654,199Tl,2856.2349302022685
208,237U,2767.235753438116
441,249Cm,2759.2946778330343
19,187Hg,2741.3075128753576
944,228U,2738.7545429255274
401,64Cu,2729.129038963486
2527,168Hf,2720.863518675907
2641,83Br,2717.0249920645547
986,109Tc,2701.2272337807044
82,165Sm,2648.9658117401386
1317,78Br,2630.1206130041624
1192,137Ce,2625.8743143159572
728,255Rf,2605.502204979207
2837,177Ho,2601.1464802928303
450,200Po,2593.036883503351
167,154Pm,2578.099066247037
2567,102Mo,2575.660453829779
2524,263Rf,2552.081369827386
1006,107In,2551.0123482461026
1584,149Nd,2520.9920714221025
1716,170W,2520.9172301680837
1008,201Po,2496.898187596628
1964,159Er,2494.3951074685415
2109,179W,2470.151888407124
65,116Ba,2440.126415704247
2327,193Tl,2393.7845537015482
2551,94Tc,2378.874537825029
2789,84Zr,2355.786784595419
1812,38P,2346.5490547691543
1774,127Cs,2341.6290682166027
905,170Ta,2324.711075268035
2421,108Mo,2324.674824057778
976,74Ga,2322.763380451943
2796,215Th,2316.841000290501
1909,176Ta,2299.1213047417214
2698,170Ho,2284.4824941700053
650,254Md,2270.7662966140897
1681,210Bi,2243.6408181736892
1186,141La,2241.751212599744
852,198Tl,2229.282017913016
605,246Fm,2229.181897093368
2506,246Es,2225.486240569469
2898,164Tb,2224.3644588631983
1531,84Y,2204.7394082531687
784,263No,2185.6068054364123
2199,168Ho,2176.8547862331952
1048,125Xe,2159.748830234765
104,268Hs,2152.9958555960534
3038,190Hg,2149.622495456917
1125,101Pd,2142.8540581128536
1986,174W,2139.742404021173
2863,191Tl,2137.673384659814
244,236U,2133.894736631006
1723,231Pu,2117.6177097013842
922,162Gd,2065.46772533857
2095,137Nd,2057.953984233011
1188,158Nd,2053.9110908081175
2801,122In,2046.827748842498
2342,129Sb,2046.1865710044262
1686,175W,2026.9462470233534
2304,147Gd,2011.9839319277994
332,73Ni,2011.060269142265
2883,35Si,2009.0211257113945
18,157Dy,1996.7526345238807
1694,212Rn,1994.8725479052541
1179,253Md,1986.6030855215035
2441,136Sb,1979.081153097868
2941,229Am,1962.9180623337088
2349,265Db,1957.4933267303527
2872,77Br,1947.0251161617052
1427,168Dy,1936.4011485075566
2723,212Fr,1928.2512196040316
1018,189Au,1922.7779581625466
2679,190Re,1919.977743439813
918,223Ra,1910.0965114652347
3094,124Cd,1894.9361819782566
2744,152Pm,1891.5959474086285
2713,205Pb,1884.5382194742037
1894,200Tl,1884.155936032952
1661,253Cf,1878.9957455154545
1809,144Gd,1878.292773532011
1794,93Pd,1870.0544977632617
1953,200Au,1868.3872595344426
1266,108In,1860.6637116152565
665,235Am,1814.4631981667821
3021,250Es,1804.9087608716516
2465,187Au,1803.6562111085925
3123,107Cd,1799.4053929847637
2652,194Au,1788.0417641928311
1415,108Ag,1764.1927487637502
2781,167Lu,1764.067749732719
697,207Ra,1754.6997216580603
2714,162W,1749.0187820827039
1610,152Nd,1727.2131813116866
1468,97Cd,1718.355930917381
97,161Pm,1716.470323822988
2166,94Ru,1713.5718715269209
3107,89Ru,1697.871488596944
34,243Cf,1682.5289660214269
1819,204Bi,1677.5897758607593
2645,208Rn,1674.359350691322
2996,105Cd,1663.4843980220862
2588,236Cm,1661.0983313427544
1151,235Cm,1634.9345232517037
1998,117Te,1622.050113847978
1922,199Bi,1596.9730124491048
1626,124Pr,1585.7784209231997
3189,146Ce,1569.237121512624
2902,205At,1556.1475593084592
1098,69Ge,1554.0032630261203
1199,156Ho,1552.6211493810667
1444,8B,1552.1030523108818
1578,131Sm,1501.0431616680503
952,163Er,1487.6803347570929
2869,79Kr,1482.90048578616
87,256Db,1482.3319058133934
2943,6He,1461.544633382346
1725,173Tm,1448.01757727917
1623,175Ta,1441.3557636914961
2040,209Rn,1436.5487953167064
2773,92Y,1428.2517207330884
1303,89Zr,1417.047847790481
2696,100Rh,1406.3916232472304
1171,262Md,1392.35027196017
1459,244Cf,1375.059626309851
2094,235Pu,1373.750853285212
2460,190Au,1366.3177783759963
2375,233Pu,1355.46988531361
179,174Tm,1348.698422482179
3047,139Te,1344.2010912565727
3101,201Au,1331.6741462567038
73,105Sb,1328.1706503491096
256,148Tb,1320.6154803773268
1127,105Ru,1312.6521494928638
1693,164Yb,1297.4612393086977
1951,111Pd,1296.2219425135777
2486,200Pb,1279.0113504314602
2453,188Lu,1278.5693098100348
1851,189Pt,1269.7370874972062
1481,149Gd,1252.729643415988
534,121Ag,1251.866234785226
186,180Lu,1251.6498123209944
1034,224Th,1249.3068217453922
1728,255Md,1248.9449439659088
1737,196Pb,1245.9495996739358
1142,61Mn,1234.4795604499045
1597,233Np,1229.1967030639967
602,261Md,1228.7862707659951
1776,100Y,1222.2954771021195
507,191Hg,1214.0213779420367
363,93Y,1207.8536687858436
2158,87Zr,1206.0424815356255
229,43K,1205.4871877989083
1727,205Hg,1188.0601651692816
2617,128Sb,1183.2924936609252
2391,95Tc,1155.7098445988165
1979,95Ru,1147.2981083681598
623,73Ga,1142.8645372421256
707,133Ce,1137.7848214973399
1487,92Pd,1128.3132992759843
3103,253Es,1127.0137565190694
1253,150Gd,1124.3097911790978
1299,211Po,1122.8968130122225
555,104Cd,1122.0702905336605
336,162Tb,1116.7956198162124
71,123I,1104.8515025431836
1553,206Rn,1098.0408777448242
2978,183Ir,1094.0168609359027
1886,76Br,1091.9249484193183
909,136La,1084.3059196818283
233,246Pu,1081.703112569483
535,97Zr,1076.741605529895
2948,265Bh,1069.2114818769737
447,154Tb,1066.2397334597053
962,177Yb,1057.7799557045714
1022,147Nd,1050.114801542158
2312,227Pa,1048.8500999340774
1704,121Ce,1048.6115561878994
2591,202Po,1034.2625776095751
1955,225Ac,1022.8486038767021
1921,186Ir,1022.7300707324714
308,126Ba,1003.9071549366301
2021,177Ta,986.7071641901821
2868,187Ir,981.673252931069
1247,178Ho,966.2881717198039
774,163Tm,961.8505800237111
775,208Ra,959.7365214851274
1946,165Dy,958.3153342735692
2876,55Co,954.5416284272708
2729,167Ho,949.8824197953656
2269,135Gd,939.86665406471
314,185Pt,915.4697473809667
311,100Sn,906.5992555104336
283,60Fe,901.7226207475762
1227,86As,894.879684288255
1882,134Sb,894.6429762306492
1620,193Au,894.5073248458632
629,261Lr,894.0007439565146
1250,129Ba,887.3508675256884
834,159Ta,880.178235881324
881,72As,862.5067820869633
739,52Mn,860.6361065237921
2385,268Rf,856.0845410773248
328,156Sm,855.926527676452
616,248Es,848.7803557747417
3133,66Ni,842.5576358179148
3099,48Cr,840.2419237957213
1781,176Au,839.2009595053269
2438,205Bi,838.3043958358867
509,111In,837.1283186745655
364,174Dy,833.9839563858835
1768,161Ho,828.294938241218
80,179Hg,825.1360261780667
552,77Ge,800.5325061858796
2756,79Zn,787.5040468740257
2956,279Hs,782.8618271970875
705,181Re,778.4063352336723
1089,153Ce,769.7311596105369
234,80Sr,752.2155250032546
1167,146Eu,751.0301126197672
2397,225Ra,718.2881277872217
1065,135I,718.0512792809815
2621,205Ir,712.5797099825957
206,158Er,707.3002085811843
275,169Lu,692.1160277472416
2198,83Sr,689.9506322747309
2873,112Pd,686.1903955952744
1569,232Pu,684.0993678052336
2802,250Fm,683.0446344309973
3010,48Sc,682.6156425343064
2189,32P,680.8305082266423
2761,245Cf,677.2170518621855
1446,186Pt,676.4495821630273
1401,231Np,673.5904881523973
539,180Tl,671.4086570707971
2595,176W,670.3447934208045
1517,145Pr,658.1198425105913
942,85Y,657.8021110793702
1786,188Ir,653.7761092518284
445,157Eu,650.672588386197
2831,259No,644.9286331605481
2772,118Cd,642.5541734013668
2180,230Pa,640.0860315906499
76,151Tb,639.0234483076684
1259,281Mt,635.5356715875232
273,119La,624.5714112111157
1910,208At,624.3898529915786
1332,264Rf,621.9143494131391
3147,176Ho,618.5546491074584
344,190W,617.3916684277285
3150,161Er,615.0658784558872
1291,143Ce,613.7818817558434
2347,86Zr,610.0078160665173
1908,152Dy,606.9397269379363
2394,150Pm,606.0236086378151
1035,200Rn,604.2677913637173
1656,16C,603.1911045137166
1232,133La,599.8449966934104
2648,196Tl,594.8578809511502
2808,229U,590.7189553823002
2006,126Nd,589.8726095494862
1556,169Gd,588.0167493889664
913,128Pm,580.6558500252755
2216,130Sm,571.7230610317145
3086,227Th,566.3473786077766
1396,206At,560.3195571442293
1803,173Ta,558.743452769686
883,151Pm,555.7411626119913
1149,198Re,554.3856560093577
566,230U,553.9968221334096
1265,136Gd,546.4999848097264
1557,31Al,527.4065007683322
458,196Os,526.4443986500136
174,163Tb,517.4156349077515
1590,127Te,515.1981169498687
260,256Md,511.46023102874767
851,201Tl,510.73672673150685
1648,184Ta,509.88804361979476
99,170Tb,507.29171045148325
2346,259Md,506.0737425144649
680,110Tc,505.67840538725966
2251,132Ce,497.5166432398816
109,198Pb,495.0868750849294
2657,170Lu,491.78418713764313
749,98Sr,489.7507975572459
3013,170Ir,484.1130287666524
3019,146Pr,483.60655630828234
127,266Db,481.88824518492584
3008,172Tb,481.5838064842819
1422,154Lu,480.00985521264954
837,179Lu,479.8272342409994
1940,146Sm,476.9263825725804
2603,197Pt,472.77905136177276
493,172Lu,464.7749479250957
1917,270Db,461.70924633877195
1967,71As,441.49367994344203
575,191Au,440.3418768512216
277,254Cf,437.74059709670274
873,184Ir,433.8808848081806
2108,120Sb,432.38979548987373
341,234Th,417.0785640552209
292,155Tb,414.39607186002524
2359,264Bh,414.0626936895449
640,72Ga,413.4571668533111
378,267Db,405.75311727466936
11,145Eu,396.45715571813804
1183,109Mo,395.5025369704389
1660,240Cm,391.6417898008234
633,67Ga,390.0074970743334
3183,267Rf,389.62939973063897
1965,138Nd,387.2982699591038
2800,110Sn,386.3904367389868
2962,291Mc,383.11339141300454
2960,247Md,382.3765758399434
44,244Pu,381.3372570124587
1476,76As,377.0478968996273
2762,166Sm,376.18745972574993
1410,109Pd,375.79654788412336
2063,34Ar,367.2596310652183
1907,210Rn,366.577195649974
2769,47Sc,359.7690862048401
3105,39Ca,359.38200967576023
2499,241Cm,357.7154016509271
1905,116Rh,352.93315605019575
423,233Pa,343.5464915604124
2068,91Sr,335.2277780433138
2568,200Pt,335.06979350040166
2376,72Zn,335.0219414913142
3129,249Es,333.9563129236748
2998,256Fm,333.8745569396852
2070,47Ca,333.1558267120529
2436,105Zr,323.5802091029906
2821,42K,320.16286683842736
1769,121Sn,318.99190060491173
949,255Es,315.07182850809625
548,87Y,313.3350985801685
139,192Au,297.69882137359025
1428,153Dy,295.9472307229985
517,127Pm,292.614165094972
2381,261No,290.54277861567823
1281,263Sg,289.7276299659788
29,98Tc,288.8767708979049
2654,113Ru,285.1534780863236
490,80Br,283.59658569532155
2819,132Te,281.7856059795728
258,269Db,281.69276543034914
563,165Er,280.8254645970004
1464,76Cu,275.8711680256139
948,237Pu,274.6842182500136
2811,224Pa,272.94330950524187
449,141Dy,271.1375500523915
333,204Po,269.9661945069637
1353,145Er,263.65789349922204
291,212Ac,260.55399911834644
1952,192Hg,259.17950982144356
143,149Tm,256.57346874170935
1246,187Pt,252.9281413325394
2884,153Lu,249.87185340007653
2706,239Cm,248.90739668921674
1843,162Ho,248.2826830709686
2445,174Pt,245.03969107871006
1068,130I,232.5264628339547
1394,48V,231.74569214518533
1640,82Br,231.72777013900296
2212,197Hg,226.5062993061857
1536,148Eu,223.10320803988884
284,96Nb,223.02157934734896
1677,266Rf,221.59143828935856
2374,153Tb,218.6616122586096
1440,284Nh,217.73935282532142
2487,209At,215.27925240136997
2513,238Cm,210.57420671461682
2222,167Os,210.41661929254983
419,147Eu,199.2729367950157
1144,247Cf,198.86626769315856
1547,171Er,195.28773967362008
1817,171Hf,193.68671656206664
2483,18Ne,186.91256487556686
84,263Lr,184.1815653586705
2380,119Te,169.32238589635668
1565,135Xe,165.12582879616681
965,244Bk,165.0318928739626
1230,234Np,159.38562307614734
1113,125Cd,159.3181771878089
235,155Hf,156.43454688130788
460,239Es,155.48953542703532
176,194Ir,154.59152178337968
608,135La,153.3235333608623
57,256Es,152.70239231166676
134,189Re,151.83841103487717
33,210At,151.03418574797175
3172,135Ce,150.072215555944
1741,133I,149.59318387525133
1798,149Eu,148.58471634208925
2642,243Bk,143.0942743692399
2331,257Md,142.5386024663301
2827,274Mt,140.8709453299364
28,140I,139.02415148348283
