,Beta-decay energy (keV),Half life (years),Isotope,Beta-decay fraction,Average beta decay energy,Half life (seconds)
1801,-2516.0,1.9646614444697947e-07,259Lr,0.0,5.69,6.199999999999999
1802,2311.375,4.372956118335995e-06,221At,1.0,5.69,138.0
1803,-8964.8059,1.0457068978629552e-05,102Cd,0.0,5.69,329.99999999999994
1805,-8184.8462,2.0343752376606585e-05,194Pb,0.0,5.69,642.0
1806,2125.7592,1.901285268841737e-06,203Au,1.0,5.69,60.0
1807,4188.9614,5.095444520495855e-06,154Pm,1.0,5.69,160.79999999999998
1808,16070.0,4.753213172104343e-10,98Br,0.0,5.69,0.015
1809,*,1.9361421654371688e-11,160Re,0.0,5.69,0.000611
1811,5985.1877,2.0724009430374932e-07,55V,1.0,5.69,6.539999999999999
1812,*,8.872664587928104e-11,48Ni,0.0,5.69,0.0027999999999999995
1813,313.3741,9.12807057570918e-06,221Fr,4.7999999999999994e-05,5776.0,288.06
1814,7194.0221,3.219509721905341e-08,42S,1.0,5.69,1.016
1817,9226.9772,1.1968590767358733e-08,95Rb,1.0,5.69,0.3777
1818,8439.3084,7.066443582528455e-08,23F,1.0,5.69,2.2299999999999995
1819,*,4.2145156792658504e-10,42Cr,0.0,5.69,0.0133
1820,4105.9329,7.763581514437092e-07,73Zn,1.0,5.69,24.499999999999996
1822,560.8226,0.007053388090349075,67Cu,1.0,51.0,222587.99999999997
1823,349.0,0.19101984941820668,188W,1.0,14.9,6028127.999999999
1824,9635.0,1.9456485917813772e-09,70Fe,1.0,5.69,0.06139999999999999
1826,-877.0,0.00015210282150733895,266Db,0.0,5.69,4800.0
1827,-9209.4466,1.3942758638172737e-06,174Os,0.0,5.69,43.99999999999999
1828,-17482.0,9.506426344208685e-11,96Cd,0.0,5.69,0.003
1829,7024.4689,3.487654320987654e-07,20F,1.0,5.69,11.006199999999998
1830,11806.0982,2.915304078890663e-09,18C,1.0,5.69,0.09199999999999998
1831,7338.5338,2.2973863665170987e-08,160Pm,1.0,5.69,0.725
1832,7304.8989,8.11215048039141e-08,71Ni,1.0,5.69,2.5599999999999996
1833,-15277.9163,0.016632443531827516,56Ni,0.0,0.75,524880.0
1834,-1695.5543,8.74591223667199e-06,230Np,0.0,5.69,276.0
1835,4082.3946,9.981747661419118e-05,134I,1.0,211.0,3149.9999999999995
1836,-2438.1843,0.0036573123431439657,129Cs,0.0,3.43,115416.00000000001
1837,-2684.8905,9.278272111947676e-05,231Np,0.0,5.69,2928.0
1838,-7886.0592,1.0780287474332649e-05,206Rn,0.0,5.69,340.2
1840,15758.0,1.2675235125611579e-09,52Ar,0.0,5.69,0.039999999999999994
1841,8899.0,6.33761756280579e-09,168Eu,1.0,5.69,0.19999999999999998
1842,413.8838,4.436332293964052e-11,218Fr,0.0,5.69,0.0013999999999999998
1843,10990.3608,3.0420564301467792e-09,55Sc,1.0,5.69,0.096
1844,2683.0,7.605141075366947e-07,230Rn,0.0,5.69,23.999999999999996
1846,21661.2131,2.7251755520064893e-30,5H,0.0,5.69,8.599999999999999e-23
1847,4228.2364,1.4259639516313025e-06,234Ac,1.0,5.69,44.99999999999999
1848,-14330.0,4.1194514158237636e-08,116Ba,0.0,5.69,1.3
1849,-8348.2439,1.990011914721018e-09,201Fr,0.0,5.69,0.0628
1850,-11874.3955,5.62653687225898e-08,35Ar,0.0,5.69,1.7755999999999998
1851,-3186.0,2.2815423226100844e-05,253Md,0.0,5.69,720.0
1852,2.4667,41600000000.0,187Re,1.0,0.66,1.31279616e+18
1853,4631.0,9.60149060765077e-08,168Gd,1.0,5.69,3.0299999999999994
1854,*,3.168808781402895e-11,81Mo,0.0,5.69,0.001
1855,-6441.1134,9.062793114812279e-09,194At,0.0,5.69,0.286
1856,*,4.119451415823763e-29,18Na,0.0,5.69,1.2999999999999999e-21
1857,-4613.3046,2.0597257079118817e-12,223U,0.0,5.69,6.5e-05
1858,-11660.0,1.0140188100489264e-07,85Mo,0.0,5.69,3.1999999999999997
1859,*,6.33761756280579e-11,265Mt,0.0,5.69,0.002
1860,-5208.7165,2.535047025122316e-07,146Tb,0.0,1015.0,7.999999999999999
1861,9531.0,3.558572261515451e-09,149Cs,1.0,5.69,0.1123
1862,-10001.0,1.0457068978629552e-07,125Pr,0.0,5.69,3.3
1863,-1948.0,2.6934874641924606e-08,274Mt,0.0,5.69,0.85
1864,-8374.7035,9.544452049585519e-06,95Rh,0.0,5.69,301.2
1865,-6253.2213,4.220853296828656e-06,117I,0.0,5.69,133.2
1866,-2232.7914,6.996729789337592e-05,172Ta,0.0,659.0,2208.0
1867,*,8.555783709787816e-12,188Po,0.0,5.69,0.00027
1868,-6386.8322,1.3562501584404388e-06,183Au,0.0,5.69,42.79999999999999
1870,2155.2212,1.901285268841737e-06,104Mo,1.0,5.69,60.0
1871,-3801.6487,2.832915050574188e-06,132Pr,0.0,5.69,89.4
1872,*,1.1407711613050422e-09,97In,0.0,5.69,0.036
1873,-1103.8722,0.00421,97Tc,0.0,2.17,132857.496
1874,-7865.6231,1.2301315689406037e-08,197At,0.0,5.69,0.38819999999999993
1875,-3109.6184,0.0019244809491216063,125Xe,0.0,183.3,60732.0
1876,16530.0,7.288260197226658e-10,76Co,1.0,5.69,0.022999999999999996
1877,-1809.8462,245500.0,234U,0.0,4603.5,7747390800000.0
1878,10363.0,2.8424214769183967e-09,145I,1.0,5.69,0.0897
1879,-2094.5,0.01456536618754278,155Tb,0.0,2.11,459648.0
1880,-1271.0,1.901285268841737e-05,254Md,0.0,5.69,600.0
1881,1792.6575,0.004200000000000001,98Tc,1.0,118.0,132541.92
1882,2058.8368,2.065,134Cs,1.0,3.55,65166444.0
1883,-11139.0,3.485689659543185e-08,121Ce,0.0,5.69,1.1
1885,-2768.5,6.28374781352194e-05,159Ho,0.0,203.0,1982.9999999999998
1887,-4428.9417,0.00011027454559282074,183Ir,0.0,5.69,3480.0
1888,237.308,0.0011400866986082591,154Tb,0.0,172.0,35978.4
1889,-5047.25,4.49970846959211e-07,164Ta,0.0,5.69,14.199999999999998
1890,-1550.0,1.901285268841737e-06,283Ds,0.0,5.69,60.0
1891,13230.0,3.1688087814028947e-10,68Cr,0.0,5.69,0.009999999999999998
1892,10920.0,6.65449844094608e-10,118Mo,1.0,5.69,0.021
1893,-14971.0,2.050219281567673e-09,49Fe,0.0,5.69,0.06470000000000001
1894,-5916.7727,9.696554871092858e-06,127La,0.0,5.69,305.99999999999994
1895,3988.4006,1.4988465536035691e-06,35P,1.0,5.69,47.3
1896,-8940.0,1.410119907724288e-07,96Ag,0.0,5.69,4.449999999999999
1897,-2059.1203,10.5379,133Ba,0.0,3.67,332550833.04
1902,-2952.2124,1.9012852688417368e-08,223Th,0.0,5.69,0.6
1903,8010.226,2.3766065860521712e-08,16C,1.0,5.69,0.75
1904,-16339.0,1.4576520394453314e-07,80Zr,0.0,5.69,4.599999999999999
1905,*,6.654498440946079e-11,162Os,0.0,5.69,0.0021
1907,7980.0,3.168808781402895e-07,210Au,0.0,5.69,10.0
1908,10320.0,1.6034172433898649e-09,104Sr,1.0,5.69,0.0506
1909,-9668.0,1.4893401272593606e-08,104Sb,0.0,5.69,0.47
1910,720.0,0.00016160924785154764,255Cf,1.0,5.69,5100.0
1912,-11620.0,2.344918498238142e-08,111Xe,0.0,5.69,0.7399999999999999
1913,13434.0,8.555783709787816e-09,88As,1.0,5.69,0.26999999999999996
1914,7738.5736,1.6382741399852965e-07,108Tc,1.0,5.69,5.169999999999999
1915,-6508.6195,2.3449184982381422e-06,169W,0.0,5.69,74.0
1916,-6294.0125,1.3461099703399498e-05,83Y,0.0,5.69,424.8
1917,-2116.6879,0.0010613734884782112,66Ga,0.0,157.0,33494.4
1918,-10430.0,5.070094050244632e-08,139Tb,0.0,5.69,1.5999999999999999
1919,-20882.0,1.3562501584404389e-09,44Cr,0.0,5.69,0.04279999999999999
1920,-4114.5689,2.433645144117423e-06,150Ho,0.0,5.69,76.8
1921,3525.2626,0.0014094227697923796,42K,1.0,20.9,44478.0
1922,2991.0276,4.182827591451822e-06,221Po,1.0,5.69,132.0
1923,6978.8242,9.024767409435444e-08,79Ga,1.0,5.69,2.8479999999999994
1924,-2909.6936,0.03154004106776181,131Ba,0.0,3.67,995328.0
1925,-4749.0,2.0692321342560903e-08,288Fl,0.0,5.69,0.6529999999999999
1926,11650.0,1.3625877760032448e-09,112Zr,1.0,5.69,0.043
1927,-10134.0327,3.454001571729155e-08,200Rn,0.0,5.69,1.0899999999999999
1928,4385.6489,1.955155018125586e-07,123In,1.0,5.69,6.169999999999999
1929,-8764.5316,3.346262073161457e-06,198Po,0.0,5.69,105.6
1930,3080.0,1.026694045174538e-05,174Tm,1.0,5.69,324.0
1931,6399.0606,1.2294978071843232e-08,144Xe,1.0,5.69,0.38799999999999996
1932,-3226.0,1.4893401272593605e-07,283Cn,0.0,5.69,4.699999999999999
1933,-3261.1584,0.17753867214236824,85Sr,0.0,1.68,5602694.399999999
1934,10250.5576,2.9121352701092607e-09,65Mn,1.0,5.69,0.09190000000000001
1936,14720.0,9.189545466068395e-10,87Ga,1.0,5.69,0.028999999999999998
1937,267.488,0.2548939082819986,168Tm,0.0001,5.69,8043839.999999999
1938,5480.0,3.168808781402895e-08,197W,0.0,5.69,0.9999999999999999
1939,-10139.0,8.365655182903642e-10,108I,0.0,5.69,0.026399999999999996
1940,10633.9614,4.8102517301695944e-09,148Cs,1.0,5.69,0.1518
1942,-3842.0269,0.0010643394934976044,201Pb,0.0,268.0,33588.0
1943,1071.4936,0.006055213324207164,149Pm,1.0,51.5,191088.0
1944,-5468.0534,1.0964078383654016e-06,192Bi,0.0,5.69,34.599999999999994
1945,-3668.5879,0.0002840520191649555,141Nd,0.0,4.23,8964.0
1946,10860.0,9.506426344208685e-10,157La,0.0,5.69,0.03
1947,*,1.1724592491190712e-11,165Pt,0.0,5.69,0.00037
1948,1853.8057,0.0030586356376910793,166Ho,1.0,8.2,96523.2
1949,*,2.2181661469820265e-08,149Yb,0.0,5.69,0.7
1950,5544.8861,4.8165893477324e-07,80As,1.0,5.69,15.199999999999998
1952,-7102.8119,0.0005749486652977413,138Nd,0.0,4.08,18144.0
1953,1627.1314,4.217050726290972e-05,155Sm,1.0,93.2,1330.7999999999997
1954,-7331.0,2.0280376200978527e-07,88Tc,0.0,5.69,6.3999999999999995
1956,5140.0,2.2181661469820262e-07,203Ir,0.0,5.69,6.999999999999999
1957,1093.0,0.00010571146094760057,251Bk,1.0,5.69,3335.9999999999995
1958,-28945.0,1.5844043907014474e-28,6Be,0.0,5.69,5e-21
1959,1636.0,3.156133546277283e-06,216Pb,1.0,5.69,99.6
1960,2308.4632,0.00015767358734504526,139Ba,1.0,277.0,4975.8
1961,*,2.3132304104241133e-11,241Fm,0.0,5.69,0.00073
1962,*,5.070094050244632e-10,289Lv,0.0,5.69,0.016
1963,-4495.0495,2.5667351129363447e-07,154Tm,0.0,5.69,8.1
1964,4168.342,3.9610109767536186e-08,124Cd,1.0,5.69,1.25
1965,-6282.8212,3.865946713311532e-15,218Th,0.0,5.69,1.22e-07
1966,13806.0653,9.886683397977032e-10,40Si,1.0,5.69,0.0312
1967,*,1.2992116003751868e-09,260Bh,0.0,5.69,0.040999999999999995
1968,-6895.512,1.4944102213096053e-05,85Zr,0.0,5.69,471.6
1969,*,3.168808781402895e-11,96In,0.0,5.69,0.001
1970,-3900.5727,1.9583238269069892e-05,198Bi,0.0,5.69,618.0
1971,-2129.089,0.3768432580424367,139Ce,0.0,3.8,11892268.799999999
1972,-9868.2304,6.2742413871777315e-06,148Dy,0.0,5.69,197.99999999999997
1973,-9149.2869,1.837909093213679e-07,147Ho,0.0,5.69,5.8
1974,*,6.33761756280579e-11,174Hg,0.0,5.69,0.002
1976,-724.2937,6.901665525895505e-06,122I,0.0,405.7,217.79999999999998
1977,-5182.9513,1.119857023347783e-05,175Re,0.0,5.69,353.4
1978,1785.1041,3.707506274241387e-05,163Tb,1.0,5.69,1170.0
1979,3008.4937,4.372956118335995e-06,187Ta,1.0,5.69,138.0
1980,18935.5625,1.0773949856769842e-10,31Ne,1.0,5.69,0.0034
1981,-6116.1903,0.0018263746292493726,170Hf,0.0,6.02,57636.0
1983,9850.0,3.2004968692169236e-09,155La,1.0,5.69,0.10099999999999999
1984,6830.3441,1.5844043907014474e-08,159Nd,1.0,5.69,0.49999999999999994
1985,5610.0,4.531396557406139e-08,173Dy,1.0,5.69,1.4299999999999997
1986,4617.6517,6.147489035921615e-07,71Cu,1.0,5.69,19.4
1987,-7620.0875,4.011711917256065e-06,89Mo,0.0,5.69,126.6
1988,3453.6462,1.9171293127487511e-07,150Ce,1.0,5.69,6.049999999999999
1989,5489.0622,1.7111567419575632e-08,114Ru,1.0,5.69,0.5399999999999999
1990,-760.7028,0.0005635409536846909,192Au,0.0,5.69,17784.0
1991,-7559.2614,2.015362384972241e-06,193Bi,0.0,5.69,63.599999999999994
1992,-13835.0,1.2041473369331e-07,102Sn,0.0,5.69,3.7999999999999994
1993,-8882.5343,1.6160924785154763e-05,134Nd,0.0,5.69,509.99999999999994
1994,-10497.0,1.6160924785154764e-06,126Ce,0.0,5.69,51.0
1996,2163.6885,0.002181154460415241,142Pr,1.0,19.6,68832.0
1997,-16470.0,7.288260197226657e-08,84Mo,0.0,5.69,2.2999999999999994
1998,-12055.0,5.367962075696505e-13,113Cs,0.0,5.69,1.694e-05
1999,21491.0,1.5844043907014473e-10,56K,0.0,5.69,0.004999999999999999
2000,-8254.5607,3.365274925849874e-05,98Pd,0.0,5.69,1061.9999999999998
2001,-2172.9634,1.6807361776560956e-05,188Au,0.0,5.69,530.4
2002,3765.0,9.506426344208684e-08,225At,0.0,5.69,2.9999999999999996
2003,-2261.0,4.4109818237128295e-06,234Am,0.0,5.69,139.2
2005,-9500.0,1.679468654143534e-07,121La,0.0,5.69,5.299999999999999
2006,-2161.9978,5.038405962430603e-06,166Lu,0.0,5.69,159.0
2007,13680.0,8.397343270717671e-10,75Co,1.0,5.69,0.026499999999999996
2008,-8470.0,2.8177047684234543e-05,140Sm,0.0,5.69,889.2
2009,-4420.7663,8.432200167313103e-05,125Cs,0.0,343.0,2661.0
2011,807.4073,0.005280013689253935,153Sm,1.0,25.3,166624.56
2012,-5731.7247,2.9660050193931094e-05,201Po,0.0,5.69,935.9999999999999
2013,*,1.1407711613050422e-09,203Ra,0.0,5.69,0.036
2014,-11960.5706,2.883615991076634e-07,144Dy,0.0,5.69,9.099999999999998
2015,-7550.0,2.978680254518721e-09,209Ac,0.0,5.69,0.09399999999999999
2016,*,2.899460034983649e-11,167Pt,0.0,5.69,0.000915
2017,6831.764,4.848277435546429e-08,88Se,1.0,5.69,1.5299999999999998
2018,-1574.726,0.00015527796790630466,120I,0.0,968.7,4900.2
2019,-1452.0,351.0,249Cf,0.0,5.69,11076717600.0
2020,11095.646,1.9709990620326006e-09,97Kr,1.0,5.69,0.0622
2021,6498.7491,9.252921641696453e-09,110Mo,1.0,5.69,0.292
2023,10371.9409,1.023525236393135e-08,112Tc,1.0,5.69,0.32299999999999995
2024,*,7.034755494714427e-08,101Sn,0.0,5.69,2.22
2025,-3063.619,3.327249220473039e-05,167Yb,0.0,302.3,1049.9999999999998
2026,*,3.168808781402895e-11,164Ir,0.0,5.69,0.001
2027,-5987.6832,1.0773949856769841e-07,178Au,0.0,5.69,3.3999999999999995
2028,-6289.5572,1.2548482774355463e-11,224U,0.0,5.69,0.000396
2029,-5338.9516,0.0001380333105179101,77Kr,0.0,204.0,4356.0
2030,6093.3367,2.915304078890663e-08,104Zr,1.0,5.69,0.9199999999999999
2031,*,3.1688087814028947e-13,267Ds,0.0,5.69,9.999999999999999e-06
2032,-4497.0,7.288260197226658e-10,268Mt,0.0,5.69,0.022999999999999996
2033,-12850.0,5.640479630897153e-08,95Ag,0.0,5.69,1.78
2034,*,3.168808781402895e-09,132Eu,0.0,5.69,0.09999999999999999
2035,4571.0,9.506426344208685e-07,212Hg,0.0,5.69,30.0
2036,10061.5295,5.358455649352295e-09,97Rb,1.0,5.69,0.16909999999999997
2039,-5203.6675,4.784901259918371e-08,140Eu,0.0,5.69,1.51
2040,63.4758,22.2,210Pb,1.0,4.16,700578720.0
2042,4822.8898,6.33761756280579e-08,64Fe,1.0,5.69,1.9999999999999998
2043,-6576.0,1.568560346794433e-10,260Sg,0.0,5.69,0.0049499999999999995
2044,3162.7597,5.703855806525211e-06,193Re,0.0,5.69,180.0
2045,*,1.0140188100489264e-10,155Ta,0.0,5.69,0.0032
2046,-15946.0,2.5128653636524957e-09,43V,0.0,5.69,0.0793
2047,9038.0654,2.8519279032626053e-08,110Tc,1.0,5.69,0.8999999999999999
2048,-4540.3012,9.75359342915811e-06,196Bi,0.0,5.69,307.79999999999995
2049,14248.0,1.3942758638172737e-09,79Ni,1.0,5.69,0.044
2050,3651.0,1.9012852688417367e-07,223Po,0.0,5.69,5.999999999999999
2051,4380.5376,3.346262073161457e-07,157Pm,1.0,5.69,10.56
2052,288.7717,0.10896646132785762,255Es,0.92,5.69,3438719.9999999995
2053,-5449.8923,2.535047025122316e-07,152Tm,0.0,5.69,7.999999999999999
2054,12721.0,1.2675235125611579e-09,99Kr,1.0,5.69,0.039999999999999994
2056,14872.0,6.337617562805789e-10,96Br,0.0,5.69,0.019999999999999997
2057,9712.7471,4.658148908662255e-09,129Cd,1.0,5.69,0.14699999999999996
2058,7079.0,1.9012852688417368e-08,215Hg,0.0,5.69,0.6
2059,-8932.0,2.661799376378432e-07,137Eu,0.0,5.69,8.4
2060,7409.3977,1.5844043907014474e-09,59Cr,1.0,5.69,0.049999999999999996
2061,-3907.0,3.802570537683474e-06,268Sg,0.0,5.69,120.0
2062,8821.1703,9.062793114812279e-09,107Nb,1.0,5.69,0.286
2063,722.109,0.0010723248916267396,156Sm,1.0,125.0,33840.0
2065,*,2.0914137957259106e-10,199Fr,0.0,5.69,0.006599999999999999
2066,2292.9057,3.029381195021167e-06,74Zn,1.0,5.69,95.59999999999998
2067,9058.08,1.6319365224224907e-08,135Sn,1.0,5.69,0.5149999999999999
2068,7914.7191,1.4734960833523461e-08,151La,1.0,5.69,0.46499999999999997
2069,-1571.3755,0.013552361396303902,245Bk,0.0,10.7,427680.0
2070,-8247.4488,4.3539432656475775e-05,130Ce,0.0,5.69,1374.0
2071,-7885.2079,2.630111288564403e-07,171Os,0.0,5.69,8.3
2072,452.3142,0.008594113620807666,199Au,1.0,67.21,271209.6
2073,7610.0,1.0773949856769842e-08,168Sm,0.0,5.69,0.33999999999999997
2074,-8438.946,2.1231018835399397e-06,147Dy,0.0,5.69,67.0
2075,10560.0,1.901285268841737e-09,125Pd,1.0,5.69,0.06
2076,2889.0,1.901285268841737e-06,226Po,0.0,5.69,60.0
2077,-367.0,0.00014772986538900295,256Md,0.0,5.69,4661.999999999999
2078,4196.5868,3.384287778538292e-05,45K,1.0,186.0,1068.0
2080,7845.6026,9.31629781732451e-09,123Ag,1.0,5.69,0.29399999999999993
2081,-5407.7842,1.9583238269069892e-05,131Ce,0.0,5.69,618.0
2082,12050.0,1.0615509417699698e-09,107Y,1.0,5.69,0.0335
2083,6630.0,7.383324460668745e-09,156Ce,1.0,5.69,0.23299999999999998
2084,5642.6746,2.661799376378432e-07,46Ar,1.0,5.69,8.4
2085,-4705.0786,4.803914112606788e-06,68As,0.0,5.69,151.6
2086,-5453.7889,5.5454153674550656e-08,204Fr,0.0,5.69,1.7499999999999998
2088,-13267.0,5.3869749283849206e-08,146Er,0.0,5.69,1.6999999999999997
2090,-8555.0,5.386974928384921e-07,99Cd,0.0,5.69,17.0
2091,-1376.6158,0.02652703627652293,131Cs,0.0,3.43,837129.6
2092,355.2968,0.0347,92Nb,0.0,5.69,1095048.72
2093,-847.0,0.0009810631987223362,250Es,0.0,492.4,30959.999999999996
2094,583.4758,0.08899383983572896,141Ce,1.0,130.0,2808432.0000000005
2095,-2489.0165,0.0016655258955053617,90Nb,0.0,314.8,52560.0
2096,-10365.0,3.034768169949552e-09,66As,0.0,5.69,0.09576999999999998
2097,-3423.6586,0.0007415012548482775,107Cd,0.0,141.8,23400.0
2098,13184.0,5.1651583136867184e-09,133In,1.0,5.69,0.16299999999999998
2099,-4439.0,1.901285268841737e-12,279Cn,0.0,5.69,5.9999999999999995e-05
2100,*,3.168808781402895e-11,293Og,0.0,5.69,0.001
2101,-4270.0,8.555783709787816e-09,278Ds,0.0,5.69,0.26999999999999996
2102,-5799.8944,1.394275863817274e-07,168Re,0.0,5.69,4.4
2103,-23275.0,4.537734174968945e-09,24Si,0.0,5.69,0.1432
2105,427.36,0.014366598220396988,133Xe,1.0,3.43,453375.36
2106,5284.9078,3.89763480112556e-08,142Xe,1.0,5.69,1.2299999999999998
2107,-3608.8367,0.00032397900981063197,197Tl,0.0,269.0,10224.0
2109,-2693.5796,7.567115369990113e-06,158Tm,0.0,5.69,238.79999999999998
2110,1119.647,0.5667351129363449,102Rh,0.22,2.39,17884800.0
2111,*,7.2248840215986e-15,93Ag,0.0,5.69,2.28e-07
2112,-4164.7752,2.985017872081527e-06,253No,0.0,5.69,94.2
2113,1827.5584,7.510076811924861e-06,225Fr,1.0,5.69,237.0
2114,1261.8237,4.943341698988516e-05,201Au,1.0,23.0,1560.0
2115,-3788.0,6.876315055644282e-08,258Db,0.0,5.69,2.17
2116,-1569.334,0.6587268993839835,153Gd,0.0,4.69,20787840.0
2117,-8545.2075,2.104089030851522e-08,110I,0.0,5.69,0.6639999999999999
2119,-11671.7741,3.865946713311531e-06,96Pd,0.0,5.69,121.99999999999997
2120,7814.9194,1.5939108170456562e-08,36Si,1.0,5.69,0.503
2121,2546.3427,2.1547899713539685e-06,62Fe,1.0,5.69,68.0
2122,-6210.0,4.4363322939640525e-07,118Cs,0.0,5.69,13.999999999999998
2123,11305.8789,1.6667934190179228e-08,54Sc,1.0,5.69,0.526
2124,-10175.2155,6.781250792202194e-07,71Br,0.0,5.69,21.399999999999995
2125,2137.4905,1.654118183892311e-05,237Pa,1.0,5.69,521.9999999999999
2126,6585.3721,5.006717874616574e-06,90Rb,1.0,5.69,158.0
2127,-3911.1637,0.3150718685831622,113Sn,0.0,2.84,9942912.0
2128,-13311.5932,6.654498440946079e-28,16F,0.0,5.69,2.0999999999999996e-20
2129,-4170.7922,4.506046087154916e-05,60Cu,0.0,237.0,1421.9999999999998
2130,-5143.221,4.544071792531751e-05,212Rn,0.0,5.69,1433.9999999999998
2131,-1521.0,5.703855806525211e-06,264Db,0.0,5.69,180.0
2132,-3016.0,1.901285268841737e-06,269Bh,0.0,5.69,60.0
2134,4758.0,6.210865211549674e-07,188Ta,1.0,5.69,19.6
2135,6052.0,3.485689659543184e-07,202Ir,1.0,5.69,10.999999999999998
2136,5255.141,7.87132101300479e-07,141Cs,1.0,5.69,24.839999999999996
2137,4300.0,1.2136537632773086e-06,204Au,1.0,5.69,38.3
2138,-4567.0,4.468020381778082e-06,241Cf,0.0,5.69,141.0
2139,-882.0,7.2248840215986e-06,270Bh,0.0,5.69,228.0
2140,-3419.2146,2.3956194387405883e-05,157Ho,0.0,293.0,755.9999999999999
2141,1150.0,6.33761756280579e-08,278Bh,0.0,5.69,1.9999999999999998
2143,3171.0,3.168808781402895e-08,220Pb,0.0,5.69,0.9999999999999999
2144,-5410.0,6.33761756280579e-08,227Pu,0.0,5.69,1.9999999999999998
2145,3762.1676,0.004596052931781885,140La,1.0,81.4,145040.40000000002
2146,4260.7958,1.0900702208025958e-06,109Ru,1.0,5.69,34.4
2147,15719.8092,4.658148908662255e-10,29Ne,1.0,5.69,0.0147
2148,*,3.168808781402895e-08,127Pm,0.0,5.69,0.9999999999999999
2149,-7663.0,2.2181661469820265e-08,116Cs,0.0,5.69,0.7
2150,9068.8037,9.538114432022713e-09,27Na,1.0,5.69,0.301
2151,-3187.0,0.00011407711613050422,264Rf,0.0,5.69,3600.0
2152,*,5.703855806525211e-10,177Tl,0.0,5.69,0.018
2153,2122.5041,4.7513118868355e-05,128I,0.9309999999999999,167.5,1499.3999999999999
2154,-8769.9135,4.7563819808857444e-08,177Au,0.0,5.69,1.5009999999999997
2155,3714.5406,8.302279007275584e-07,161Eu,1.0,5.69,26.199999999999996
2156,381.0486,0.0089,182Hf,1.0,30.0,280862.64
2157,4533.5134,1.6731310365807285e-07,102Tc,1.0,5.69,5.28
2158,-5202.0427,1.1090830734910131e-07,186Tl,0.0,5.69,3.4999999999999996
2159,3103.0,1.08373260323979e-05,180Lu,1.0,5.69,342.0
2160,8265.8835,2.2942175577356957e-08,139Te,1.0,5.69,0.7239999999999999
2161,-12847.0389,9.67754201840444e-09,51Fe,0.0,5.69,0.30539999999999995
2162,9160.0,7.605141075366948e-09,174Tb,0.0,5.69,0.24
2163,2905.073,0.1648186173853525,124Sb,1.0,3.07,5201280.0
2164,-7893.2846,9.126169290440336e-06,160Yb,0.0,5.69,287.99999999999994
2165,-1074.8477,50.0,193Pt,0.0,7.06,1577880000.0
2166,-5116.6971,3.89763480112556e-06,167Hf,0.0,5.69,122.99999999999997
2167,-1084.0,4.119451415823763e-06,282Rg,0.0,5.69,129.99999999999997
2168,13710.0,9.506426344208685e-10,118Tc,1.0,5.69,0.03
2169,-12582.0,3.707506274241387e-08,93Pd,0.0,5.69,1.17
2170,8059.3109,9.728242958906887e-09,157Pr,1.0,5.69,0.307
2172,-4487.0,1.2358354247471289e-08,266Sg,0.0,5.69,0.38999999999999996
2173,-4771.0,0.0002509696554871093,238Cm,0.0,5.69,7920.0
2175,-24190.0,3.105432605774837e-09,32Ar,0.0,5.69,0.098
2177,-10175.2364,8.682536061043931e-07,69Se,0.0,5.69,27.399999999999995
2179,-11033.0,4.6898369964762845e-07,79Y,0.0,5.69,14.799999999999999
2180,-10400.0,2.224503764544832e-06,142Gd,0.0,5.69,70.19999999999999
2181,-5064.8984,0.01623545516769336,145Eu,0.0,345.0,512351.99999999994
2182,*,9.506426344208685e-12,251Lr,0.0,5.69,0.00030000000000000003
2183,2890.6633,7.78259436712551e-07,110Ag,1.0,21.8,24.56
2184,-11399.2333,1.6129236697340736e-08,43Ti,0.0,5.69,0.509
2185,-18759.0,2.7251755520064897e-09,58Zn,0.0,5.69,0.086
2186,13980.0,4.0877633280097345e-10,73Fe,1.0,5.69,0.0129
2187,-10540.1468,8.650847973229903e-07,73Kr,0.0,5.69,27.299999999999997
2188,7534.7807,1.3689253935660505e-08,97Sr,1.0,5.69,0.43199999999999994
2189,-7047.718,2.2783735138286813e-08,164Re,0.0,5.69,0.719
2190,12030.0,4.119451415823764e-09,93Se,0.0,5.69,0.13
2191,*,9.506426344208685e-10,113Ba,0.0,5.69,0.03
2192,7680.0,4.404644206150024e-09,152Ba,1.0,5.69,0.13899999999999998
2193,-1562.0,1.2421730423099348e-07,258Lr,0.0,5.69,3.92
2194,3835.5363,3.602935584455091e-07,159Sm,1.0,5.69,11.369999999999997
2195,-13700.5585,6.461201105280503e-09,55Ni,0.0,5.69,0.2039
2196,4496.6278,2.912769031865541e-05,89Rb,1.0,122.3,919.1999999999999
2197,-1513.6779,0.0001300479123887748,174Ta,0.0,534.0,4104.0
2198,-1915.0,9.506426344208685e-07,289Nh,0.0,5.69,30.0
2199,-14759.0,6.223540446675286e-09,57Cu,0.0,2078.0,0.1964
2200,-7241.224,0.0004004106776180698,132Ce,0.0,5.69,12636.0
2201,-896.7722,3.802570537683474e-06,164Tm,0.0,5.69,120.0
2202,-12060.0,2.294217557735696e-09,60Ga,0.0,5.69,0.07239999999999999
2203,-7957.5578,5.68167414505539e-08,155Yb,0.0,5.69,1.793
2204,-2304.8814,0.0012799452429842575,204Bi,0.0,460.0,40392.00000000001
2205,8840.0,8.238902831647527e-09,165Pm,0.0,5.69,0.26
