,Beta-decay energy (keV),Half life (years),Isotope,Beta-decay fraction,Average beta decay energy,Half life (seconds)
1239,5230.0,2.2181661469820262e-07,187Lu,0.0,5.69,6.999999999999999
1240,-5010.2727,1.44497680431972e-05,189Hg,0.0,5.69,456.0
1241,14028.8125,3.2004968692169236e-09,41P,1.0,5.69,0.10099999999999999
1242,5847.0,9.506426344208684e-08,207Au,0.0,5.69,2.9999999999999996
1243,-5133.0,1.330899688189216e-07,245Fm,0.0,5.69,4.2
1244,-1023.7818,0.00018632595634649022,238Am,0.0,558.0,5880.0
1245,-8663.2918,3.32724922047304e-08,179Hg,0.0,5.69,1.05
1246,5312.6243,3.3804852080006085e-05,88Rb,1.0,143.9,1066.8
1247,24283.6294,9.316297817324509e-30,6H,0.0,5.69,2.9399999999999994e-22
1248,-5666.3294,7.314244429234162e-05,63Zn,0.0,341.4,2308.2
1249,-17117.0,5.957360509037442e-09,29S,0.0,5.69,0.18799999999999997
1251,189.7534,4.555479504144802e-05,106Ag,0.0,636.1,1437.6
1253,-7004.3892,3.802570537683474e-05,190Hg,0.0,5.69,1200.0
1254,-3061.0,0.9130732375085557,248Cf,0.0,10.7,28814400.0
1255,*,2.0280376200978526e-11,161Os,0.0,5.69,0.0006399999999999999
1256,*,1.5844043907014474e-09,86Ru,0.0,5.69,0.049999999999999996
1257,-3605.0,3.3906253961010975e-08,264Bh,0.0,5.69,1.0699999999999998
1258,15438.0995,3.802570537683474e-10,58Sc,1.0,5.69,0.012
1260,-1900.4257,0.007748117727583847,191Pt,0.0,6.287,244512.0
1263,2672.0,1.1407711613050422e-05,245Np,0.0,5.69,360.0
1264,-6076.0,2.0914137957259106e-10,256Rf,0.0,5.69,0.006599999999999999
1266,2607.2327,2.560397495373539e-06,109Rh,1.0,5.69,80.8
1267,-9387.0211,1.2485106598727404e-06,162Hf,0.0,5.69,39.39999999999999
1268,2044.8311,1.8632595634649022e-05,191Re,1.0,5.69,588.0
1269,-3248.0,1.5210282150733896e-12,224Np,0.0,5.69,4.8e-05
1270,20780.0,1.5844043907014473e-10,51Cl,0.0,5.69,0.004999999999999999
1271,-4210.3092,1.0900702208025958e-06,166Ta,0.0,5.69,34.4
1272,-2908.8541,31.22,207Bi,0.0,383.1,985228272.0
1273,13821.0986,3.8659467133115315e-09,60V,1.0,5.69,0.12199999999999998
1274,9750.5077,5.0891069029330495e-08,74Cu,1.0,5.69,1.606
1275,15994.8633,1.6414429487666992e-28,25O,0.0,5.69,5.179999999999998e-21
1276,-5018.4029,3.01036834233275e-06,194Bi,0.0,5.69,94.99999999999999
1277,9381.8471,1.4608208482267345e-08,53Ca,1.0,5.69,0.46099999999999997
1278,10309.0,2.471670849494258e-09,115Tc,1.0,5.69,0.078
1279,-11001.0,4.946510507769918e-06,78Sr,0.0,5.69,156.09999999999997
1280,-3544.171,0.04082135523613963,205Bi,0.0,460.0,1288224.0
1281,1969.0,1.267523512561158e-06,192W,0.0,5.69,40.0
1282,-1148.0787,0.0001315689406038482,104Ag,0.0,248.0,4152.0
1284,19289.0,9.506426344208685e-10,43Si,0.0,5.69,0.03
1285,-10412.9516,2.0058559586280323e-07,176Pt,0.0,5.69,6.329999999999999
1286,-9181.0666,0.0010487109285877252,62Zn,0.0,259.0,33094.799999999996
1287,20551.0898,2.7727076837275327e-10,11Li,1.0,5.69,0.008749999999999999
1288,-9748.0968,5.893984333409384e-06,138Sm,0.0,5.69,185.99999999999997
1290,2051.0,3.5173777473572135e-06,243Np,1.0,5.69,111.0
1291,-4948.0041,2.7568636398205184e-07,176Ir,0.0,5.69,8.7
1292,*,2.0914137957259106e-10,184Bi,0.0,5.69,0.006599999999999999
1293,-5724.0,6.210865211549674e-11,265Hs,0.0,5.69,0.00196
1294,-5472.6536,0.0001916495550992471,87Zr,0.0,5.69,6048.0
1295,*,6.654498440946079e-09,285Fl,0.0,5.69,0.21
1296,19086.0,6.337617562805789e-10,53Ar,0.0,5.69,0.019999999999999997
1297,2634.1851,0.0007506274241387178,135I,1.0,60.0,23688.0
1298,1310.9051,1248000000.0,40K,0.8928,560.64,3.93838848e+16
1299,-8731.7558,6.124356731817375e-09,54Co,0.0,5.69,0.19327
1300,7998.3286,2.0407128552234644e-08,31Al,1.0,5.69,0.644
1301,954.9114,0.00016731310365807284,78Ge,1.0,220.0,5279.999999999999
1302,-7210.0126,4.3412680305219653e-07,181Au,0.0,5.69,13.699999999999998
1304,17526.0,2.535047025122316e-10,67V,0.0,5.69,0.008
1305,-4903.0,3.4856896595431845e-11,282Cn,0.0,5.69,0.0011
1306,4165.4444,6.0207366846655e-08,118Pd,1.0,5.69,1.8999999999999997
1307,*,2.1547899713539684e-08,295Og,0.0,5.69,0.6799999999999999
1308,-11026.0,1.80622100539965e-10,163Os,0.0,5.69,0.0057
1309,2702.7013,2.545820974979086e-05,147Pr,1.0,72.0,803.4
1310,-2893.2268,2.9786802545187214e-13,219Ac,0.0,5.69,9.4e-06
1311,-1584.0,0.00011407711613050422,268Rf,0.0,5.69,3600.0
1312,17289.0,3.802570537683474e-10,73Mn,0.0,5.69,0.012
1313,11321.3964,2.020749359900626e-08,76Cu,1.0,5.69,0.6376999999999999
1314,-3091.5136,9.848657692600196e-06,128La,0.0,5.69,310.79999999999995
1315,2866.0,0.0009924709103353866,184Ta,1.0,107.0,31319.999999999996
1316,-11328.7644,6.65449844094608e-08,168Os,0.0,5.69,2.1
1317,-292.7714,0.0008783937942048825,166Tm,0.0,533.0,27720.0
1318,-7646.3554,1.470327274570943e-07,195Po,0.0,5.69,4.639999999999999
1319,-4682.0,2.0597257079118816e-10,225Np,0.0,5.69,0.0065
1320,12959.0,2.376606586052171e-09,106Y,1.0,5.69,0.075
1321,1112.9469,0.0015503080082135523,109Pd,1.0,69.3,48924.0
1322,-10060.0,2.3449184982381423e-07,95Pd,0.0,5.69,7.3999999999999995
1323,*,2.0058559586280326e-14,105Te,0.0,5.69,6.33e-07
1325,4100.179,5.5454153674550656e-08,112Ru,1.0,5.69,1.7499999999999998
1326,5998.0,9.823307222348974e-07,212Tl,1.0,5.69,31.0
1327,-18219.1277,3.460339189291961e-09,17Ne,0.0,5.69,0.10919999999999999
1328,260.0,0.003308236367784622,268Db,0.0,5.69,104400.0
1331,*,2.535047025122316e-11,173Hg,0.0,5.69,0.0008
1332,-1339.1791,71.0,157Tb,0.0,4.261,2240589600.0
1334,-6676.988,9.443050168580627e-07,177Ir,0.0,5.69,29.799999999999997
1335,-3680.4357,0.0020191649555099246,135Ce,0.0,3.94,63720.0
1336,-5163.3651,3.9610109767536186e-10,258Rf,0.0,5.69,0.012499999999999999
1337,-5597.0,2.851927903262605e-07,270Hs,0.0,5.69,8.999999999999998
1338,-2651.2748,9.791619134534943e-07,124Cs,0.0,5.69,30.89999999999999
1339,-2283.0,1.945648591781377e-06,228Np,0.0,5.69,61.399999999999984
1340,2703.4642,0.0012789185489390828,77Ge,1.0,43.4,40359.6
1341,13550.0,1.9329733566557657e-09,133Cd,1.0,5.69,0.06099999999999999
1342,2660.0,4.753213172104342e-06,201Pt,1.0,5.69,150.0
1344,-3564.1747,3.707506274241387e-05,179Re,0.0,5.69,1170.0
1345,4556.7647,7.922021953507237e-07,115Pd,1.0,5.69,24.999999999999996
1346,8457.2728,2.1231018835399396e-08,105Zr,1.0,5.69,0.6699999999999999
1347,*,3.3589373082870684e-09,156Ta,0.0,5.69,0.10599999999999998
1348,3203.3894,6.400993738433847e-07,227Rn,1.0,5.69,20.2
1349,8362.4883,2.1009202220701191e-07,72Cu,1.0,5.69,6.629999999999999
1350,-9163.305,0.00020210662407787664,80Sr,0.0,5.69,6378.0
1351,-6357.4948,4.9116536111744866e-06,121Cs,0.0,5.69,154.99999999999997
1352,-14051.0,4.21451567926585e-09,67Se,0.0,5.69,0.13299999999999998
1353,3544.8865,9.528608005678505e-07,106Rh,1.0,150.0,30.069999999999997
1354,-320.4441,2.2181661469820265e-14,216Fr,0.0,5.69,7e-07
1355,-7084.7747,4.436332293964053e-10,215Pa,0.0,5.69,0.014
1356,-6019.2293,1.387938246254468e-05,103Cd,0.0,5.69,437.99999999999994
1357,-5327.0,1.6160924785154763e-07,241Es,0.0,5.69,5.1
1358,6918.0432,3.168808781402895e-07,51Ca,1.0,5.69,10.0
1359,4739.0,5.70385580652521e-07,179Tm,0.0,5.69,17.999999999999996
1360,1149.0844,4.182827591451821e-05,223Fr,1.0,60.2,1319.9999999999998
1361,-515.0,0.00018252338580880675,259Md,0.0,5.69,5760.0
1362,-3261.697,0.7441779603011636,57Co,0.0,0.67,23484470.4
1364,-7123.8247,0.00035135751768195303,45Ti,0.0,133.38,11088.0
1366,736.032,1.0330316627373438e-09,217At,8e-05,6483.0,0.0326
1367,5116.0,1.625598904859685e-07,169Tb,1.0,5.69,5.129999999999999
1368,-7443.9769,6.198189976424063e-05,47V,0.0,831.8,1956.0
1369,-933.5116,0.023420000000000003,236U,0.0,4332.0,739078.9920000001
1370,-4426.46,6.160164271047228e-06,169Hf,0.0,5.69,194.39999999999998
1371,-6272.7035,1.394275863817274e-07,172Ir,0.0,5.69,4.4
1372,4711.0,2.535047025122316e-07,177Er,0.0,5.69,7.999999999999999
1373,4293.475,4.879965523360458e-07,192Re,1.0,5.69,15.4
1374,-5173.5182,1.44497680431972e-05,173W,0.0,5.69,456.0
1375,2870.0,9.506426344208685e-07,182Yb,0.0,5.69,30.0
1376,-3952.0,3.1688087814028946e-06,239Bk,0.0,5.69,99.99999999999999
1377,3659.0,2.281542322610084e-06,175Er,1.0,5.69,71.99999999999999
1378,-8220.0,1.777701726367024e-07,92Rh,0.0,5.69,5.61
1379,-809.2519,8250.0,245Cm,0.0,5234.6,260350200000.0
1380,-7862.378,1.1407711613050421e-07,181Hg,0.0,5.69,3.5999999999999996
1381,9900.0,1.5844043907014474e-09,140Sn,0.0,5.69,0.049999999999999996
1382,-2472.7471,7.510076811924861e-05,84Y,0.0,5.69,2370.0
1383,-5787.641,2.4082946738662e-06,165Hf,0.0,5.69,75.99999999999999
1385,279.2155,5.6e+19,48Ca,0.0,5.69,1.7672256e+27
1386,-7074.703,0.009938398357289527,100Pd,0.0,2.39,313632.0
1388,*,7.54176489973889e-10,51Ni,0.0,5.69,0.023799999999999998
1389,9929.555,1.3150556442822013e-08,48Ar,1.0,5.69,0.4149999999999999
1390,*,3.802570537683474e-10,121Pr,0.0,5.69,0.012
1391,-7685.8265,2.851927903262605e-07,175Ir,0.0,5.69,8.999999999999998
1392,11964.05,8.397343270717672e-09,43S,1.0,5.69,0.265
1393,-2887.4471,0.0012400182523385809,189Pt,0.0,299.0,39132.0
1394,-8629.5684,1.0964078383654016e-07,169Os,0.0,5.69,3.4599999999999995
1395,15861.0,2.8519279032626055e-10,75Fe,0.0,5.69,0.009
1396,1342.5322,7.605141075366948e-06,232Ra,1.0,5.69,240.0
1397,-10439.0876,8.682536061043933e-08,113Xe,0.0,5.69,2.74
1398,2125.1534,8.974066468932998e-06,169Ho,1.0,5.69,283.2
1399,-1839.5323,0.01709240246406571,206Bi,0.0,7.97,539395.2000000001
1400,*,7.605141075366947e-11,208Th,0.0,5.69,0.0024
1401,-599.3405,0.001996349532283824,152Tb,0.0,5.69,63000.0
1402,*,8.872664587928106e-10,76Y,0.0,5.69,0.028
1403,3508.5089,7.833295307627956e-06,152Pm,1.0,5.69,247.2
1404,4950.0,1.5844043907014474e-08,206Pt,0.0,5.69,0.49999999999999994
1405,12484.3497,1.9012852688417368e-08,82Ga,1.0,5.69,0.6
1406,-15020.0,7.288260197226658e-10,83Mo,0.0,5.69,0.022999999999999996
1407,-6916.2074,1.052044515425761e-07,146Ho,0.0,5.69,3.3199999999999994
1408,3813.6349,4.2810606636753105e-07,20O,1.0,5.69,13.509999999999998
1409,8305.8535,4.8165893477324e-08,120Ag,1.0,5.69,1.52
1412,-2858.0499,0.00121948437143509,195Hg,0.0,1.37,38483.99999999999
1413,-23648.6215,3.4856896595431844e-29,15F,0.0,5.69,1.1e-21
1414,10162.0,2.5350470251223157e-09,113Mo,1.0,5.69,0.07999999999999999
1415,-385.7605,1.2263289984029203e-05,134La,0.0,679.0,387.0
1416,3671.0321,0.03381245722108145,126Sb,1.0,52.0,1067040.0
1417,313.5873,0.0410403832991102,191Os,1.0,37.8,1295136.0
1418,-6465.7939,0.0004014373716632444,204Po,0.0,5.69,12668.400000000001
1419,2504.9813,4.69617461403909e-06,227Fr,1.0,5.69,148.2
1420,282.2749,49700000000.0,87Rb,1.0,81.7,1.56841272e+18
1421,15730.0,1.901285268841737e-10,69Cr,0.0,5.69,0.006
1422,-4450.0341,2.630111288564403e-07,82Y,0.0,5.69,8.3
1423,-9996.0,1.267523512561158e-07,107Sb,0.0,5.69,3.9999999999999996
1424,-11176.0,6.33761756280579e-09,133Eu,0.0,5.69,0.19999999999999998
1425,2936.9,0.00032378888128374784,38S,1.0,5.69,10218.0
1426,-4722.2522,4.563084645220169e-05,135Pr,0.0,5.69,1440.0
1427,10065.7253,1.568560346794433e-08,85Ge,1.0,5.69,0.49499999999999994
1428,*,8.74591223667199e-10,74Sr,0.0,5.69,0.0276
1429,-4783.388,0.00018385428549699598,75Br,0.0,196.0,5802.0
1430,*,2.8646031383882172e-09,20Mg,0.0,5.69,0.09040000000000001
1431,11490.0,6.65449844094608e-10,106Sr,1.0,5.69,0.021
1432,11252.0,1.5812355819200444e-09,129Ag,1.0,5.69,0.04989999999999999
1433,7720.0,7.288260197226657e-08,154Pr,1.0,5.69,2.2999999999999994
1434,4850.0,6.33761756280579e-08,227Po,0.0,5.69,1.9999999999999998
1435,-4798.3786,81000.0,59Ni,0.0,0.75,2556165600000.0
1436,-6989.6757,7.034755494714427e-06,87Nb,0.0,5.69,222.0
1437,3229.6099,4.37865997414252e-05,131Sb,1.0,164.0,1381.8
1438,1454.7073,8.213552361396305e-05,117In,1.0,245.0,2592.0
1440,-13400.0,9.854995310163002e-08,99In,0.0,5.69,3.11
1441,251.9612,4.742,155Eu,1.0,27.8,149646139.2
1442,9704.0,4.616954394504017e-09,107Zr,1.0,5.69,0.14569999999999997
1443,-1692.0,3.042056430146779e-06,265Rf,0.0,5.69,96.0
1444,18817.24,2.5984232007503733e-10,33Na,1.0,5.69,0.008199999999999997
1445,-1560.3471,3.9926990645676475e-06,223Ac,0.0,5897.0,125.99999999999999
1446,-2604.0,0.0004563084645220169,266Rf,0.0,5.69,14400.0
1447,9597.7522,6.147489035921616e-09,66Co,1.0,5.69,0.19399999999999998
1448,-9581.957,0.0002578142824549395,66Ge,0.0,162.0,8135.999999999999
1449,-562.6171,6.920678378583922e-06,128Cs,0.0,413.0,218.39999999999998
1450,-5242.6308,3.3272492204730397e-09,216Pa,0.0,5.69,0.105
1451,-8322.1791,0.13215605749486653,146Gd,0.0,4.69,4170528.0
1453,-5883.0463,3.263873044844982e-10,262Sg,0.0,5.69,0.0103
1454,-2297.4615,0.052867898699520875,121Te,0.0,3.07,1668384.0
1455,4999.0,7.922021953507237e-07,172Ho,1.0,5.69,24.999999999999996
1456,-1957.0,3.802570537683474e-06,283Rg,0.0,5.69,120.0
1457,7238.4816,2.915304078890663e-08,119Pd,1.0,5.69,0.9199999999999999
1458,-1994.9954,0.00028291124800365044,161Ho,0.0,3.412,8928.0
1459,-6924.7272,2.2181661469820263e-06,133Nd,0.0,5.69,70.0
1460,-8335.0,1.0773949856769841e-07,167Re,0.0,5.69,3.3999999999999995
1461,-5058.1894,1.5400410677618067e-05,197Pb,0.0,5.69,485.9999999999999
1462,-2470.3505,0.2544832306639288,185Os,0.0,6.7,8030880.0
1463,3260.2763,3.042056430146779e-07,160Sm,1.0,5.69,9.6
1464,-4031.455,1.6953126980505486e-06,112Sb,0.0,5.69,53.49999999999999
1465,17710.0,1.5844043907014473e-10,54Ar,0.0,5.69,0.004999999999999999
1466,-7036.991,1.0583821329885668e-07,112I,0.0,5.69,3.3399999999999994
1467,3947.0,2.0280376200978526e-06,210Hg,1.0,5.69,63.99999999999999
1468,-2913.0,2.4906837021826755e-06,232Am,0.0,5.69,78.6
1469,-8235.0,2.1547899713539683e-09,155Lu,0.0,5.69,0.06799999999999999
1470,-5158.9051,5.4757015742642024e-05,209Rn,0.0,5.69,1728.0
1471,4760.7564,4.277891854893908e-07,121Cd,1.0,5.69,13.5
1472,-15692.0,2.1801404416051917e-09,51Co,0.0,5.69,0.0688
1474,4729.0,1.267523512561158e-08,197Re,0.0,5.69,0.39999999999999997
1475,7705.1329,3.013537151114153e-08,84Ge,1.0,5.69,0.951
1476,11050.0,5.386974928384921e-10,72Fe,1.0,5.69,0.016999999999999998
1478,8663.7335,3.8564402869673234e-08,81Ga,1.0,5.69,1.217
1479,-15439.0,2.886784799858037e-09,22Al,0.0,5.69,0.09109999999999999
1481,-10793.9978,6.505564428220143e-08,24Al,0.0,5.69,2.053
1482,-4312.7271,2.6617993763784316e-05,177Re,0.0,800.0,839.9999999999999
1483,*,5.070094050244632e-10,210Th,0.0,5.69,0.016
1484,-14839.0,1.9963495322838236e-09,77Y,0.0,5.69,0.06299999999999999
1485,76.6182,94.6,151Sm,1.0,13.96,2985348960.0
1487,-7154.0,1.0457068978629552e-07,136Eu,0.0,5.69,3.3
1488,-17140.0,1.448145613101123e-09,57Zn,0.0,5.69,0.0457
1489,-7945.965,0.06940451745379878,82Sr,0.0,1.68,2190240.0
1490,-2938.0,1.1724592491190711e-06,244Es,0.0,5.69,37.0
1491,-4940.6447,6.1031257129819754e-05,115Sb,0.0,329.0,1925.9999999999998
1492,3437.8515,1.6160924785154763e-07,166Gd,1.0,5.69,5.1
1493,5802.9994,3.6441300986133285e-08,157Nd,1.0,5.69,1.1499999999999997
1495,11177.0,1.6794686541435342e-09,103Sr,1.0,5.69,0.05299999999999999
1497,1770.3754,1.6097548609526704e-06,120Cd,1.0,5.69,50.79999999999999
1498,5335.5046,1.2757624153928052e-07,147La,1.0,5.69,4.025999999999999
1499,3209.0164,1.6477805663295053e-06,196Ir,1.0,5.69,51.99999999999999
1500,*,7.922021953507237e-10,206Ac,0.0,5.69,0.024999999999999998
1501,*,1.4259639516313027e-08,115Ba,0.0,5.69,0.44999999999999996
1503,1370.1184,4.639136055973838e-05,235Pa,1.0,5.69,1464.0
1504,3336.1617,4.296904707582325e-06,149Pr,1.0,5.69,135.59999999999997
1505,*,4.436332293964052e-11,215U,0.0,5.69,0.0013999999999999998
1506,6455.6267,2.8677719471696198e-08,109Tc,1.0,5.69,0.9049999999999999
1507,-2152.6993,1.9125,228Th,0.0,5137.39,60353910.0
1508,1072.1161,0.013963039014373716,183Ta,1.0,132.0,440640.0
1509,-2300.0,0.0005247547342003194,243Bk,0.0,5.69,16559.999999999996
1510,-6344.6913,7.605141075366948e-06,193Pb,0.0,5.69,240.0
1511,-10887.0,9.506426344208684e-09,143Ho,0.0,5.69,0.3
1512,*,7.161507845970543e-10,64Se,0.0,5.69,0.022600000000000002
1513,11336.1072,3.073744517960808e-09,23O,1.0,5.69,0.09699999999999999
1514,-3523.0,0.007767282683093772,97Ru,0.0,5.69,245116.80000000002
1515,-2654.2778,0.04651882272416153,103Pd,0.0,2.39,1468022.4
1516,1364.7614,0.001731690622861054,157Eu,1.0,190.8,54648.0
1517,*,1.3404061145334243e-09,23Si,0.0,5.69,0.04229999999999999
1518,-5054.4281,6.160164271047227e-05,107In,0.0,5.69,1943.9999999999995
1519,-10151.0,2.2498542347960553e-09,165Os,0.0,5.69,0.071
1520,3649.5889,2.138945927446954e-06,103Mo,1.0,5.69,67.5
1521,-1255.7634,2.2499999999999998e+24,128Te,0.0,5.69,7.100459999999999e+31
1522,8791.0,7.434025401171191e-09,76Ni,1.0,5.69,0.2346
1523,-146.8652,4463000000.0,238U,0.0,4038.0,1.408415688e+17
1524,*,7.288260197226657e-08,257Db,0.0,5.69,2.2999999999999994
1525,6610.0,3.168808781402895e-08,198Re,0.0,5.69,0.9999999999999999
1526,1461.8214,0.003768993839835729,143Ce,1.0,16.5,118940.40000000001
1527,21161.0,6.33761756280579e-11,34Ne,0.0,5.69,0.002
1528,-12007.979,8.091236342434151e-08,31S,0.0,5.69,2.5533999999999994
1529,-4591.9435,0.0036972393337896415,83Sr,0.0,190.0,116675.99999999999
1530,*,2.503358937308287e-11,277Cn,0.0,5.69,0.00079
1531,212.3984,1.2548482774355463e-07,219Rn,0.0,6154.2,3.9599999999999995
1533,18401.9132,2.535047025122316e-10,37Mg,0.0,5.69,0.008
1534,150.6016,327000.0,79Se,1.0,55.8,10319335200000.0
1535,381.5789,0.19396030116358656,58Co,0.0,0.75,6120921.6
1536,13423.0,1.2675235125611579e-09,97Br,0.0,5.69,0.039999999999999994
1537,45.5402,5.75,228Ra,1.0,3.21,181456200.0
1538,2414.0,4.6898369964762845e-07,218Pb,1.0,5.69,14.799999999999999
1539,518.5338,0.018485968514715945,237U,1.0,38.98,583372.7999999999
1540,6080.0,1.1724592491190711e-07,174Ho,1.0,5.69,3.6999999999999997
1541,1833.4783,0.002543919689710244,43K,1.0,137.0,80280.0
1542,6283.9149,4.626460820848226e-08,138Te,1.0,5.69,1.4599999999999997
1543,1542.0,5.53,146Pm,0.34,43.5,174513528.0
1544,-3973.0,2.535047025122316e-08,270Mt,0.0,5.69,0.7999999999999999
1545,476.5854,153000.0,236Np,0.135,46.0,4828312800000.0
1546,*,6.496058001875935e-12,270Ds,0.0,5.69,0.00020500000000000002
1547,*,2.344918498238142e-10,213Pa,0.0,5.69,0.0073999999999999995
1548,-1487.1274,7.288260197226658e-14,215Rn,0.0,5.69,2.2999999999999996e-06
1549,-7696.4376,0.00019012852688417368,126Ba,0.0,5.69,5999.999999999999
1551,-4634.1832,4.429994676401247e-05,171Ta,0.0,5.69,1397.9999999999998
1552,-4434.1181,0.00017111567419575633,199Pb,0.0,528.0,5400.0
1553,*,6.876315055644282e-10,117La,0.0,5.69,0.021699999999999997
1554,8954.1372,2.5984232007503735e-07,52Sc,1.0,5.69,8.2
1555,-23956.6215,2.237844449514538e-06,14O,0.0,64.37,70.62099999999998
1556,11120.0,4.753213172104343e-10,124Ru,1.0,5.69,0.015
1558,-3315.0,1.901285268841737e-10,277Ds,0.0,5.69,0.006
1559,-5050.0,1.0932390295839987e-06,248Fm,0.0,5.69,34.5
1560,-14584.0,4.5250589398433334e-06,60Zn,0.0,5.69,142.79999999999998
1562,-4605.0,1.7301695946459806e-05,228U,0.0,5.69,546.0
1563,8220.4934,9.189545466068395e-09,121Pd,1.0,5.69,0.29
1564,2699.3714,0.0011008441706593657,91Sr,1.0,36.2,34740.0
1565,*,2.8519279032626055e-10,290Lv,0.0,5.69,0.009
1566,1728.8531,1.3689253935660506e-05,235Th,1.0,5.69,432.0
1567,12657.0,8.714224148857961e-10,65Cr,1.0,5.69,0.0275
1568,-10325.0,2.497021319745481e-09,70Br,0.0,5.69,0.07879999999999998
1569,764.5378,0.1074469541409993,103Ru,1.0,30.2,3390767.9999999995
1570,-12944.8214,1.889560676350546e-08,41Sc,0.0,5.69,0.5962999999999998
1571,11708.3636,6.800263644890612e-10,12Be,1.0,5.69,0.021459999999999996
1572,*,1.1090830734910132e-10,189Po,0.0,5.69,0.0035
1573,-3737.3247,0.00025439196897102443,129Ba,0.0,5.69,8028.000000000001
1574,-7001.8072,1.4893401272593607e-13,222U,0.0,5.69,4.7e-06
1575,*,6.33761756280579e-09,136Tb,0.0,5.69,0.19999999999999998
1576,6520.0,6.97137931908637e-08,192Ta,1.0,5.69,2.2
1577,-3245.0869,3.4223134839151266e-12,218Pa,0.0,5.69,0.000108
1578,940.5125,1.7681953000228153e-14,214At,0.0,5.69,5.58e-07
1579,4955.5157,1.1502775876492507e-06,105Mo,1.0,5.69,36.29999999999999
1580,1882.0,7.605141075366948e-06,241U,0.0,5.69,240.0
1581,-3094.0,8.650847973229903e-06,247Es,0.0,5.69,273.0
1582,66.9768,101.2,63Ni,1.0,17.425,3193629120.0
1583,-95.2184,8.76e+19,82Se,0.0,5.69,2.76444576e+27
1584,-1854.2331,1.6579207544299948e-05,98Rh,0.0,5.69,523.2
1585,2427.4736,9.126169290440336e-06,237Th,1.0,5.69,287.99999999999994
1587,3228.716,0.00023956194387405886,127Sn,1.0,92.0,7560.0
1588,644.0152,0.00036903947068218115,209Pb,1.0,197.5,11646.0
1589,15010.0,5.070094050244632e-10,82Ni,0.0,5.69,0.016
1590,3001.1457,7.129819758156514e-06,107Ru,1.0,5.69,225.0
1591,8535.7155,1.597079625827059e-08,150La,1.0,5.69,0.5039999999999999
1592,-3899.7568,1.0818313179709483e-06,213Fr,0.0,5.69,34.14
1593,-2353.0,2.0914137957259105e-05,263Rf,0.0,5.69,659.9999999999999
1594,13250.0,7.922021953507237e-10,109Y,1.0,5.69,0.024999999999999998
1595,23062.0,2.0660633254746872e-29,7H,0.0,5.69,6.519999999999999e-22
1596,-7998.0,8.048774304763352e-07,131Nd,0.0,5.69,25.399999999999995
1597,-4807.0,4.7532131721043423e-07,269Hs,0.0,5.69,15.0
1598,297.5156,211100.0,99Tc,1.0,1.6286,6661809360000.0
1599,-5813.592,2.503358937308287e-06,179Ir,0.0,5.69,79.0
1600,904.363,0.00012196744999619743,249Cm,1.0,65.0,3849.0
1601,-12400.0,4.658148908662255e-08,91Rh,0.0,5.69,1.4699999999999998
1602,-11664.1314,3.9182637462924934e-08,37K,0.0,5.69,1.23651
1603,8088.6967,3.878621948437143e-08,75Cu,1.0,5.69,1.224
1604,-5640.3845,1.6002484346084618e-06,209Fr,0.0,5.69,50.49999999999999
1605,-16590.0,1.2897051740309782e-09,61Ge,0.0,5.69,0.0407
1606,-2930.0,8.555783709787816e-05,245Cf,0.0,5.69,2700.0
1609,-4204.6012,0.00023728040155144878,123Xe,0.0,193.0,7488.0
1610,-8187.0,8.080462392577381e-09,178Tl,0.0,5.69,0.25499999999999995
1611,-6399.9479,5.386974928384921e-06,205Rn,0.0,5.69,170.0
1612,-9675.9789,9.848657692600197e-05,94Ru,0.0,2.17,3108.0
1613,-7692.2462,1.9329733566557656e-06,117Xe,0.0,5.69,60.999999999999986
1614,2057.898,2.6998250817552662e-05,222Fr,1.0,51.0,851.9999999999999
1616,1830.774,0.0023859228838694958,28Mg,1.0,65.2,75294.0
1617,-4058.5198,9.791619134534945e-05,167Lu,0.0,5.69,3090.0
1618,-4525.0,6.65449844094608e-10,260Rf,0.0,5.69,0.021
1619,-4477.0,3.168808781402895e-07,272Hs,0.0,5.69,10.0
1620,1044.1542,0.03491690622861054,140Ba,1.0,136.0,1101893.76
1621,-2474.0,6.33761756280579e-07,287Nh,0.0,5.69,20.0
1622,10930.0,1.9329733566557657e-09,88Ge,1.0,5.69,0.06099999999999999
1623,521.0,1.901285268841737e-06,252Cm,0.0,5.69,60.0
1625,-1633.0,3.802570537683474e-10,277Hs,0.0,5.69,0.012
1626,-1254.8898,0.0005236139630390143,132La,0.0,347.0,16524.0
1627,4823.5559,8.872664587928105e-08,113Rh,1.0,5.69,2.7999999999999994
1628,188.8936,0.01614,129I,1.0,40.9,509339.66400000005
1629,-3207.4893,0.0758425735797399,51Cr,0.0,0.47,2393409.6
1630,2155.6519,1.1027454559282074e-05,197Ir,1.0,5.69,347.99999999999994
