,Isotope,Residuals (W/g),Power density (W/g),Half life (years),Half life (log(years))
2411,87Kr,-341.3788686356755,24077.311581421138,0.00014506806601262453,-8.838307504910444
2412,57Mn,-210.75804541072162,38929.15937643157,2.7061626993180722e-06,-12.819978904628432
2413,225Ac,-9121.23874614148,903.6775870969693,0.027156741957563315,-3.606129940866952
2414,242Fm,-6.2675284688978925,1134300.7095623717,2.535047025122316e-11,-24.398223835719303
2415,185Yb,-41.91834229605197,192075.51499010102,1.5844043907014474e-07,-15.657887092988856
2416,223Ra,-10542.962695966025,781.8277564837638,0.031307871321013,-3.4638857331472317
2417,48Mn,-0.4596992841203029,5647439.023033879,5.0098866833979765e-09,-19.111852540189666
2418,75Ge,-505.27809588543465,16282.676983325477,0.00015738839455471898,-8.75679395688027
2419,127Rh,-2.813950890770269,2161423.3992852326,8.872664587928106e-10,-20.84287577422989
2420,215Bi,-4261.062020017603,1934.172393624992,1.4487793748574035e-05,-11.1422040735023
2421,198Rn,-4.946285510347846,1386338.1912439289,2.0407128552234646e-09,-20.009966651294786
2422,39P,-0.2808665460662977,6435926.3065716205,8.936040763556164e-09,-18.53317321346698
2423,228At,-595.1261597190629,13828.553846589402,1.901285268841737e-06,-13.172980443200855
2424,137Gd,-14.22335080615551,541507.7668513268,6.97137931908637e-08,-16.478867645058685
2425,99Zr,-9.57558867035651,779489.7244956597,6.65449844094608e-08,-16.52538766069358
2426,70Kr,-1.1021780859420156,3921438.794440462,1.4259639516313027e-09,-20.368417794634773
2427,134Pr,-5922.773439689862,1391.6066816132666,3.2321849570309526e-05,-10.33976709914464
2428,166Dy,-852589.1842156999,9.668845421459892,0.009308692676249144,-4.676806619008693
2429,69Co,-1.1171623812475906,3893684.6658771117,5.703855806525211e-09,-18.982123433514882
2430,108Rh,-79.24304017957125,102732.43237778409,5.323598752756864e-07,-14.445946119013742
2431,282Ds,-3082.1361868484796,2673.7588609285604,7.985398129135295e-06,-11.737895917911533
2432,47Mn,-0.41199798502329493,5838225.540314503,2.7885517276345475e-09,-19.697743469926888
2433,239Cf,-292.53932637211216,28083.33316328956,8.872664587928105e-07,-13.935120495247752
2434,147Cs,-3.644145019503725,1775044.2039203432,7.3041042411336724e-09,-18.73482942196839
2435,59Mn,-11.641248328809581,652116.1901588802,1.4544832306639285e-07,-15.743444981350502
2436,148Ba,-5.603575683744627,1248348.3333624816,1.964661444469795e-08,-17.745360806365955
2437,131I,-322829.0706148744,25.53529999028471,0.0219709787816564,-3.818032842751559
2438,109Xe,-2.273390921941612,2518355.7037990275,4.119451415823763e-10,-21.610130926943555
2439,131La,-546.052453679685,15069.053513216597,0.00011217583086166247,-9.095442999295136
2440,90Br,-7.8806526332541535,928260.9104838854,6.052424772479528e-08,-16.620221763364416
2441,78Cu,-1.670793188138524,3086559.7290148744,1.0479250640099373e-08,-18.373868664417344
2442,12N,0.6396266874926666,22875064.309507832,3.4856896595431844e-10,-21.777185011606722
2443,124Ce,-49.77432031836829,162356.92860773552,2.883615991076634e-07,-15.059050591900151
2444,159Tm,-3775.067948555698,2183.107616532346,1.7358734504525058e-05,-10.961414748593977
2445,171Pt,-4.135320946380063,1605267.2822419368,1.4418079955383172e-09,-20.357367958448187
2446,231Ra,-1043.3298453154123,7893.638907299317,3.2955611326590106e-06,-12.622934106281583
2447,93Rb,-23.955135919509768,330335.31556888256,1.8505843283392905e-07,-15.50259420858282
2448,203Pt,-195.55688521424733,41939.831769566954,6.971379319086368e-07,-14.17628255206464
2449,208Ra,-12.44924169564673,612938.8470804197,3.5173777473572137e-08,-17.162964990098715
2450,72Br,-245.2716946936319,33473.44772727865,2.490683702182675e-06,-12.902953305987795
2451,69Mn,-1.072146546917217,3978272.053827354,7.003067406900398e-10,-21.079502675881386
2452,91Ru,-31.92727813138992,250356.6394446962,2.535047025122316e-07,-15.18788346374312
2453,56Zn,-0.6817421258946419,4901799.492386659,1.0266940451745378e-09,-20.69692186160681
2454,98Rb,-1.950164032110684,2794272.660540095,3.644130098613329e-09,-19.43014815604184
2455,46P,-0.3814310312781115,5967408.080741174,2.8519279032626055e-10,-21.977855707068873
2456,214Hg,-76.4333793419499,106460.06630592223,2.535047025122316e-07,-15.18788346374312
2457,67Ni,-60.97088219465698,133023.16196083394,6.654498440946078e-07,-14.222802567699533
2458,218Ac,-5.546781843883224,1259177.8518995137,3.168808781402895e-14,-31.08283556338723
2459,290Nh,-103.93308415497886,78560.18686023225,2.535047025122316e-07,-15.18788346374312
2460,184Lu,-161.2175165125651,50817.95650839644,6.33761756280579e-07,-14.271592731868965
2461,273Sg,-3551.47832234212,2320.510345465163,9.506426344208684e-06,-11.563542530766755
2462,188Bi,-4.645902833487584,1460096.452624107,1.901285268841737e-09,-20.080735722182993
2463,183Re,-47952229.35876486,0.17191197650994836,0.19164955509924708,-1.65208680858145
2464,198Os,-1074.287708608531,7666.378619451667,3.961010976753619e-06,-12.439011268120655
2465,26Si,-1.9397205154318593,2804199.4658205104,7.114926356883919e-08,-16.458485862866937
2466,106Mo,-40.7054753573421,197661.40125254236,2.766370066164727e-07,-15.100559635571445
2467,31Ar,0.06903560935605521,8854863.60368045,4.753213172104343e-10,-21.467030083302884
2468,141I,-4.240464535494916,1573059.5337875106,1.3308996881892159e-08,-18.134825573127678
2469,140I,-5.072507699822989,1357521.9837557245,1.863259563464902e-08,-17.798353336506466
2470,59Fe,-2548867.1001219437,3.2342052923967404,0.1218343600273785,-2.105092861458614
2471,140Cs,-387.48487314576863,21219.777831458672,2.018531193753644e-06,-13.113140442844838
2472,198Tl,-3210.52740542975,2566.866683154617,0.0006046087154916724,-7.410929060420679
2473,143Xe,-4.78433729840391,1425152.489172837,1.6192612872968792e-08,-17.93871069420139
2474,252Cf,-911330912.3609033,0.00904563049291736,2.645,0.9726710653102627
2475,139Sm,-929.7238125029668,8857.152453063876,4.8863031409232635e-06,-12.229074544293727
2476,183Tl,-56.501247616195904,143363.1971615468,2.1864780591679974e-07,-15.335803593819742
2477,199Pt,-1053.3777146262833,7818.415151118296,5.8559586280325496e-05,-9.745465753221326
2478,83Se,-159.62974353962045,51320.27554412601,4.230359723172865e-05,-10.070638434588606
2479,157Sm,-3278.6290657388477,2513.565569092331,1.5267320708799146e-05,-11.089795915242185
2480,167W,-145.50656162180616,56267.53237384446,6.30592947499176e-07,-14.276605273692509
2481,111Ag,-3088494.714921818,2.669119033970974,0.02035044490075291,-3.8946525048876524
2482,169Er,-344624.8816700287,23.920323856954642,0.025713894592744695,-3.660723787545068
2483,184Au,-166.00021259241873,49362.58805343489,6.527746089689964e-07,-14.24203392962742
2484,280Rg,-55.48144336117862,145951.70038982507,1.3625877760032448e-07,-15.808709982723439
2485,43Cl,-5.500690602053699,1268105.6834840453,9.91837148579106e-08,-16.126292000870894
2486,55Co,-9050.86388127783,910.7033432181806,0.0019997718457677393,-6.2147221820456116
2487,86Mo,-71.46599638193393,113757.66719038406,6.05242477247953e-07,-14.317636670370371
2488,105Sr,-2.153266544701071,2614293.0139821414,1.235835424747129e-09,-20.511518638275447
2489,45Cl,-0.6615985884167043,4961223.9421139015,1.3087180267193955e-08,-18.15163269144406
2490,65Co,-3.3393987796103244,1899701.5756583412,3.6758181864273574e-08,-17.118905000304682
2491,96Nb,-33717.52580161199,244.4817056219437,0.0026637006616472736,-5.928038896863848
2492,74Br,-46.212645080890404,174604.97468234936,4.829264582858011e-05,-9.938231269176365
2493,113Zr,-2.3935153594440566,2429210.369151274,4.753213172104343e-10,-21.467030083302884
2494,118Rh,-2.8754423701493113,2127128.186070281,8.936040763556164e-09,-18.53317321346698
2495,161Ta,-22.436844095398605,351735.18522718205,9.506426344208684e-08,-16.168712716754847
2496,166Eu,-10.641771699035305,708102.0751951972,3.92932288893959e-08,-17.05221362580601
2497,124Pd,-2.7252712796359266,2212875.809635336,2.7885517276345475e-09,-19.697743469926888
2498,130Pm,-15.682750396351016,494136.90807474486,8.238902831647527e-08,-16.31181356039552
2499,197Os,-795.7324851644177,10346.71342330724,2.946992166704692e-06,-12.7347255122697
2500,198Fr,-4.946159656371002,1386367.5339095655,4.753213172104343e-10,-21.467030083302884
2501,161Lu,-538.5302379792313,15279.1486347665,2.439982761680229e-06,-12.923519583569272
2502,75Kr,-896.9693021476561,9180.227741994791,8.74591223667199e-06,-11.646924139705806
2503,158Sm,-2178.2314266942994,3782.784424846685,1.0076811924861206e-05,-11.505273622642779
2504,167Dy,-2693.0761864578108,3059.8847725514056,1.1787968666818768e-05,-11.348431151149809
2505,42Ar,-1889274388.57851,0.004363348566258141,32.9,3.493472657771326
2506,142Sb,-3.265153839735921,1932770.307658122,2.5350470251223157e-09,-19.79305364973121
2507,92Sr,-1339.831701487354,6148.096505990438,0.0002978553502167465,-8.118902591261763
2508,157W,-4.12719558336771,1607811.2420320376,8.71422414885796e-09,-18.558309186738523
2509,116Nb,-2.4836086875708903,2366385.963052534,3.802570537683474e-10,-21.690173634617093
2510,154Dy,-631673.6482056155,13.05033013823323,0.003,-5.809142990314028
2511,137Xe,-1360.7912263019064,6053.470267554826,7.2591071564377515e-06,-11.8332537178973
2512,224Ra,-3179.0467377314835,2592.277214427433,0.00994277891854894,-4.610908728115343
2513,109Mo,-4.208247392274802,1582790.1553338238,2.2181661469820265e-08,-17.62399994936169
2514,225Po,-99.90042491933002,81699.98001124724,3.168808781402895e-07,-14.96473991242891
2515,108Xe,-2.2433598125660015,2541673.8121675365,2.2815423226100843e-12,-26.806169444371175
2516,85Ga,-1.5544165672406687,3227180.2511602384,3.0198747686769587e-09,-19.618050473744937
2517,158Ho,-4642.598637561663,1775.2530617857794,2.1484523537911628e-05,-10.74817771748256
2518,163Ta,-76.33240880931776,106599.06791940446,3.358937308287068e-07,-14.906471004304935
2519,142Tb,-5.208722595896241,1327738.930466041,1.8917788424975282e-08,-17.78316317101249
2520,252Fm,-839.1234820941027,9812.32268200337,0.002896417978553502,-5.844280485262168
2521,68Fe,-1.0945809312842527,3935662.058176588,5.957360509037442e-09,-18.938638321575144
2522,37Na,-0.11115104689761159,7418939.776056593,3.168808781402895e-11,-24.175080284405094
2523,152Dy,-56425.94364553877,146.09266719848947,0.00027150353639060005,-8.211535393295371
2524,266Lr,-912754.8673119029,9.031508856046237,0.0025096965548710927,-5.987593427620439
2525,111Zr,-2.333453140693789,2472979.92535149,7.605141075366948e-10,-20.997026454057146
2526,128Ba,-1866209.0790596094,4.417274770689042,0.0066529774127310065,-5.0126907932783515
2527,217Tl,-21.249578740360718,370504.2147194365,6.33761756280579e-08,-16.57417782486301
2528,229Pa,-1328702.1407507113,6.204217064150266,0.004243668720054757,-5.462327119699654
2529,126Nd,-6.567839562654002,1089288.77664323,3.168808781402895e-08,-17.267325005422958
2530,227Ra,-1089.0937033103014,7562.251459670196,8.02342383451213e-05,-9.430560222158888
2531,116Sb,-55.85450595337493,144994.00814063833,3.0040307247699444e-05,-10.412970503167934
2532,279Nh,-7.378679515795502,983873.7337422724,3.168808781402895e-11,-24.175080284405094
2533,222Rn,-3622.4297817082816,2275.0717402198843,0.010462696783025324,-4.559939034930007
2534,246Fm,-19.383511695482728,404423.08578567964,4.879965523360458e-08,-16.835542588997416
2535,73Se,-1630.086868036022,5054.030450850003,0.0008156513803331052,-7.1115235242728385
2536,186Ta,-47.988997685426455,168273.7571397171,1.996349532283824e-05,-10.821605186037377
2537,150Pr,-41.522302609242324,193864.4474357289,1.9614926356883918e-07,-15.44438991872645
2538,173Tm,-4643.425142128134,1774.9371443757002,0.0009399954369153548,-6.969635537057374
2539,87Mo,-53.464732220158844,151355.97593160393,4.4680203817780814e-07,-14.621150208038834
2540,138Eu,-31.01476344246038,257492.53821136733,1.5844043907014474e-07,-15.657887092988856
2541,190Pb,-586.3217297945645,14035.855104354947,2.249854234796055e-06,-13.004645128381641
2542,180Ta,-7009.731132936194,1175.8492149709775,0.0009301848049281314,-6.980127276581693
2543,248Md,-77.9987759600656,104350.51174973637,2.2181661469820262e-07,-15.321414856367642
2544,47Ca,-145541.09343365722,56.6404021307643,0.01241889117043121,-4.388536484205358
2545,83Ge,-6.9766013010930505,1033468.0633850889,5.862296245595356e-08,-16.652139366332722
2546,144Eu,-64.82356337395666,125237.25967557103,3.2321849570309526e-07,-14.944937285132731
2547,63Cr,-0.9007777972247848,4336941.80933277,4.087763328009734e-09,-19.31526788004342
2548,133Pm,-78.80551051115538,103295.65773385177,4.277891854893908e-07,-14.664635319978572
2549,190Hf,-7.329556754044911,989676.034686055,1.9012852688417368e-08,-17.778150629188946
2550,249Bk,-53559874.71468067,0.15391302890525696,0.8958247775496235,-0.1100104459022169
2551,278Mt,-75.52200106281916,107728.00742976171,1.9012852688417367e-07,-15.475565536194901
2552,111Rh,-53.584949224100754,151022.63199314027,3.485689659543184e-07,-14.869429732624585
2553,251Fm,-207493.16825658293,39.72912958614721,0.0006046087154916724,-7.410929060420679
2554,142Cs,-11.656664225151557,651321.9085526387,5.345780414226684e-08,-16.744373201859126
2555,227Np,-8.173676138552626,898610.6087168062,1.6160924785154762e-08,-17.94066955868672
2556,85As,-7.795494508739769,937248.3480996187,6.407331355996652e-08,-16.563237884824677
2557,157Dy,-226839.1214395695,36.34084943492552,0.0009285877253023044,-6.981845700964305
2558,194Po,-6.024687933849321,1173513.01248743,1.2421730423099348e-08,-18.20381844461463
2559,194Ir,-47797.3344497223,172.4654801038472,0.002207392197125257,-6.1159434615029635
2560,55Ti,-2.996689657866474,2062597.6507358395,4.1194514158237636e-08,-17.004960740955465
2561,144Te,-3.3269876140705184,1905150.5190884208,2.9469921667046923e-09,-19.642480791251838
2562,184Tl,-77.52983733198094,104973.63778033016,3.01036834233275e-07,-15.016033206816461
2563,192At,-4.765973000117335,1429691.5193442395,3.644130098613329e-10,-21.73273324903589
2564,150Xe,-3.5046665405911925,1830005.0902222232,1.2675235125611579e-09,-20.486200830291157
2565,280Ds,-7.4087106251787604,980359.8989780155,7.922021953507237e-10,-20.95620445953689
2566,67Fe,-1.4305607090230712,3391630.033527941,1.2485106598727406e-08,-18.19872937510716
2567,237Bk,-1234.7459466729222,6670.920281980521,3.802570537683474e-06,-12.47983326264091
2568,216Hg,-21.147046119437398,372219.5120098042,6.33761756280579e-08,-16.57417782486301
2569,233Pu,-12661.498139908746,651.0218290223594,3.97368621187923e-05,-10.13323128423009
2570,166W,-139.59535421862333,58633.251040550174,6.084112860293558e-07,-14.31241472638922
2571,102Sr,-2.06330602933827,2691067.3044365654,2.1864780591679975e-09,-19.940973779807834
2572,145Ho,-16.359267626716168,474879.63641672605,7.605141075366947e-08,-16.391856268069056
2573,130Pd,-2.904044218857132,2111544.397785749,8.555783709787816e-10,-20.879243418400765
2574,199Os,-53.776540329140325,150494.4023390641,1.9012852688417367e-07,-15.475565536194901
2575,177Os,-1382.0172985683546,5960.563694733992,5.703855806525211e-06,-12.074368154532745
2576,226Am,-5.787030718888113,1214605.184575637,3.168808781402895e-12,-26.477665377399138
2577,113Ag,-94646.45277565568,87.09756530453556,0.0006125941136208077,-7.397807972457981
2578,67As,-123.37880028920918,66277.87597136687,1.3467437320962303e-06,-13.517820929492585
2579,43Ar,-599.9065948003232,13718.542566128584,1.0209901893680127e-05,-11.492152534680082
2580,104Rb,-2.1232353828933026,2639430.4906340246,1.109083073491013e-09,-20.61973222291568
2581,122La,-46.31386165595281,174231.44952697912,2.7251755520064896e-07,-15.115562802163494
2582,213Tl,-221.84930613424217,36991.64624757582,7.54176489973889e-07,-14.097639424745527
2583,94Kr,-1.9345031010057916,2809185.206248431,6.717874616574137e-09,-18.81849400973308
2584,170Gd,-5.318290574710184,1304714.0839061115,1.3308996881892159e-08,-18.134825573127678
2585,191Au,-94736.5284109525,87.01475368110393,0.0003627652292950034,-7.921754684186669
2586,56Mn,-1740.4925014141065,4733.619405390361,0.00029419347478895733,-8.131272929550189
2587,264No,-689.2513428325992,11942.84195841812,1.901285268841737e-06,-13.172980443200855
2588,134Cd,-3.0242627273022165,2048465.3358012566,2.059725707911882e-09,-20.000693014509455
2589,41Si,-0.23127548440005707,6695140.773514481,6.337617562805789e-10,-21.1793480108511
2590,256Db,-21.95984000987394,359042.68912546645,5.3869749283849206e-08,-16.736696754360786
2591,265Lr,-413330.467840155,19.944193318045638,0.0011407711613050423,-6.776050787984708
2592,126In,-9.386663082129283,793668.0562228916,4.848277435546429e-08,-16.84205727001861
2593,254Es,-234632.5985630107,35.13376920237539,0.7548254620123203,-0.2812687326010579
2594,120Cs,-314.8302225662042,26101.247157585127,1.9139605039673483e-06,-13.166335900482187
2595,145La,-156.98673180829883,52178.82922623122,7.858645777879179e-07,-14.05648135225202
2596,154Ho,-4709.1908566802695,1750.1547070739416,2.2359114761578825e-05,-10.708276500730374
2597,138Sb,-3.734928448341277,1741011.0393375575,1.055213324207164e-08,-18.36693779442465
2598,222Np,-5.6669062813856685,1236489.962676099,1.5210282150733897e-14,-31.81680473846743
2599,31Si,-1047.9924688768617,7858.552795771601,0.00029880599285116735,-8.115716048510595
2600,243Am,-2681880601.350315,0.003073799292858608,7350.0,8.902455592206882
2601,129Pm,-14.44376223342335,533779.4362823664,7.605141075366947e-08,-16.391856268069056
2602,70As,-237.894449511217,34507.133656316066,0.00010000760514107536,-9.21026432345719
2603,34Ar,-0.8263381440110346,4513711.070465278,2.6822698811062943e-08,-17.434017337344716
2604,101Nb,-31.610126148504648,252791.49983949473,2.249854234796055e-07,-15.307230221375686
2605,279Rg,-7.523169060491076,967194.5541064568,5.386974928384921e-09,-19.039281847354832
2606,94Se,-1.822926973460397,2920218.190742108,1.5844043907014474e-09,-20.263057278976948
2607,200Po,-5986.1537956754055,1376.8750528823966,2.188379344436839e-05,-10.729764220467064
2608,171Hf,-322724.5513940364,25.543569957280884,0.001380333105179101,-6.585430428376059
2609,228Pa,-778.4853368193806,10575.648199711784,0.0025096965548710927,-5.987593427620439
2610,94Br,-1.823065630217895,2920074.76227159,2.218166146982026e-09,-19.926585042355732
2611,115Mo,-2.453578414232206,2386962.6544640977,1.4418079955383172e-09,-20.357367958448187
2612,93Zr,-60986.463040212846,135.1681524053578,0.00161,-6.4315210999857655
2613,217Po,-16.888141974778204,460839.5165165178,4.848277435546429e-08,-16.84205727001861
2614,172Tm,-200585.42592579554,41.09731085235658,0.007255304585900069,-4.926022410632678
2615,122Cs,-112.79384935339004,72442.95492135956,6.71153699901133e-07,-14.214267665249695
2616,119Te,-297900.72536401334,27.672087796613482,0.001830937713894593,-6.30292703140273
2617,95Se,-1.8530982433053187,2889337.1331950477,2.218166146982026e-09,-19.926585042355732
2618,166Re,-17.80252093991534,438428.5876015481,7.129819758156513e-08,-16.456394789206627
2619,44P,-0.3213688125268892,6238653.9025930455,5.862296245595356e-10,-21.257309552320812
2620,62Mn,-0.8629244848951975,4425065.409722914,2.915304078890663e-09,-19.653291707356054
2621,137Sm,-268.1655533476082,30626.365805395762,1.4259639516313025e-06,-13.460662515652636
2622,216U,-5.486719625132003,1270836.9060837682,2.1864780591679975e-10,-22.24355887280188
2623,234Pu,-321181.36827089544,25.666299004566564,0.0010038786219484371,-6.903884159494594
2624,23N,0.30928448436094425,11934816.161482347,4.404644206150024e-10,-21.543191444268448
2625,71Zn,-56.421055212955466,143563.41360260625,4.563084645220168e-06,-12.297511705846956
2626,175Dy,-5.324956356550648,1303339.0642289412,1.2358354247471289e-08,-18.2089335452814
2627,218Po,-0.6668463453166945,4945604.447702928,5.888280477602859e-06,-12.04254654220979
2628,92Tc,-8.44747683078721,872567.6544843902,8.080462392577382e-06,-11.72606146026453
2629,110Sn,-142793.5341766998,57.73023979219467,0.0004738763404061145,-7.654564155524834
2630,162Ho,-16493.017066518936,499.79108580948133,2.8519279032626055e-05,-10.464930242098646
2631,89Se,-2.338849870598308,2468982.7391245966,1.3625877760032447e-08,-18.111295075717486
2632,152Yb,-21.323407393973127,369278.87188320595,9.60149060765077e-08,-16.158762385901678
2633,54K,-0.6216799062830007,5083347.624335073,3.1688087814028947e-10,-21.872495191411048
2634,208Rn,-13168.293701139908,625.968475311783,4.6296296296296294e-05,-9.980448593672257
2635,104Cd,-34010.16843628739,242.3781092519111,0.00010970416001216822,-9.1177232696868
2636,121Sn,-23889.066943212067,345.0623524258427,0.003083504449007529,-5.781688520690398
2637,229Np,-2383.622479152306,3456.967621124694,7.605141075366948e-06,-11.786686082080964
2638,212Bi,-32.873749372447705,243361.3890330304,0.00011512282302836717,-9.069510973201753
2639,124Ag,-2.801086011241354,2168738.7958746674,5.63731082211575e-09,-18.993858689733305
2640,70Ga,-157.88463356693518,51883.95198433557,4.019317058331432e-05,-10.121813462758764
2641,267Rf,-104114.74456683124,79.17690771297443,0.0002851927903262606,-8.162345149104599
2642,102Y,-2.5860817134398992,2298765.9952478027,1.1407711613050421e-08,-18.28897625295494
2643,176Ho,-9.570950500215114,779831.7378241307,3.168808781402895e-08,-17.267325005422958
2644,203Os,-5.7677622615944095,1218063.2800617206,9.506426344208684e-09,-18.471297809748894
2645,105Rh,-99795.67184687508,82.60358333075759,0.0040315993611681495,-5.513592117939723
2646,31Mg,-0.00835486103927934,8175259.5416054595,8.555783709787816e-09,-18.57665832540672
2647,133La,-81152.93635409554,101.57933267792245,0.0004462696783025325,-7.714587128806183
2648,225Ra,-763693.7661960383,10.794316085334433,0.04057494866529774,-3.2046044307628683
2649,268Bh,-2209.172917838788,3729.827034120281,6.0207366846655e-06,-12.02030093326247
2650,130Cd,-2.920613376235286,2102620.6636450803,4.018049534818871e-09,-19.332469242401967
2651,194Os,-2515432249.1916113,0.0032771952806153566,6.0,1.791759469228055
2652,89Kr,-729.1193487560391,11290.705708704763,5.989048596851471e-06,-12.025577990363313
2653,86Nb,-328.1821770211696,25042.554775088793,2.7885517276345473e-06,-12.789988190944749
2654,168Ta,-874.9718102997929,9410.762540651092,3.802570537683474e-06,-12.47983326264091
2655,235Pu,-8708.14639530239,946.5408347575941,4.810251730169595e-05,-9.942176047467381
2656,205Au,-286.30610697105107,28692.61216179521,1.0140188100489263e-06,-13.801589102623229
2657,168Lu,-2403.502109892096,3428.3865525098463,1.0457068978629552e-05,-11.46823235096243
2658,247Fm,-334.46779753266543,24573.335383205947,9.823307222348974e-07,-13.83333780093781
2659,151Cs,-3.534733354102965,1817871.5384835037,1.869597181027708e-09,-20.097542840499372
2660,38K,-9.810527545643529,762549.5300049108,1.4546733591908129e-05,-11.13814408495114
2661,79Zr,-1.3724676329547543,3474678.6782371374,1.7745329175856211e-09,-20.149728593669945
2662,238Pu,-30309448.76984537,0.27197995218102144,87.7,4.473921899378137
2663,39Na,-0.17121326564883357,7038481.326002411,3.168808781402895e-11,-24.175080284405094
2664,188Pb,-206.28138367003132,39769.91350153491,7.953710041321267e-07,-14.044457159285217
2665,103Y,-2.273274836400032,2518445.016398909,7.573452987552919e-09,-18.69861673247358
2666,182Re,-1742811.9704449307,4.730032905901015,0.007323750855578372,-4.916632670282839
2667,192Tl,-4793.362980947088,1719.4281558980263,1.8252338580880672e-05,-10.911217344727065
2668,79Kr,-25859.055852473135,318.7759046640744,0.0039972621492128674,-5.522145614910564
2669,124Pr,-7.487057580590228,971309.8586592034,3.8025705376834735e-08,-17.085003448629003
2670,148Tm,-6.071748752813494,1165703.5603472078,2.2181661469820265e-08,-17.62399994936169
2671,15Ne,0.5495333593658331,18300051.44760626,2.4399827616802287e-29,-65.88297672243232
2672,74As,-189759.06112376152,43.44203227073775,0.04865160848733744,-3.023070408464249
2673,115Cs,-7.8441432985039246,932092.8461697468,4.4363322939640523e-08,-16.930852768801742
2674,189Pb,-321.2003210077756,25585.20945370714,1.2358354247471289e-06,-13.603763359293309
2675,164Hf,-790.1667495740367,10419.500950304018,3.517377747357213e-06,-12.557794804110621
2676,209Bi,-inf,0.0,2.01e+19,44.44725148895785
2677,272Mt,-8.922534631243966,830792.0310077203,1.267523512561158e-08,-18.18361573729711
2678,137In,-3.1144679929771444,2003554.9463761277,2.218166146982026e-09,-19.926585042355732
2679,127Ba,-4193.7117081489505,1965.2274751137425,2.4146322914290057e-05,-10.63137844973631
2680,206Tl,-121.5738637423077,67253.83737895716,7.989200699672978e-06,-11.737419840778047
2681,215Fr,-5.45668851575639,1276747.7754143907,2.8519279032626054e-15,-33.4907811720391
2682,59Zn,-0.809241467595841,4556364.004849966,5.662661292366973e-09,-18.98937186223971
2683,53Ti,-74.88646302840063,108630.21374379314,1.0362004715187467e-06,-13.779949927519748
2684,182Pb,-4.465680287464527,1508240.9261921393,1.7428448297715922e-09,-20.167747099172622
2685,163Pm,-4.240929381895609,1572920.0106210886,8.080462392577381e-09,-18.633816739246665
2686,252Bk,-1181.9411049166715,6968.700863274429,3.4223134839151265e-06,-12.585193778298736
2687,59Ge,-0.7718354531610563,4652555.4527812535,4.2145156792658504e-10,-21.587316249177384
2688,185Au,-2045.6705700225862,4027.7916826373494,8.080462392577382e-06,-11.72606146026453
2689,174Dy,-9.45082606271267,788795.3210175115,3.168808781402895e-08,-17.267325005422958
2690,279Hs,-15.757359031591005,491936.8668711362,3.168808781402895e-08,-17.267325005422958
2691,220At,-2124.052911783711,3879.227031630095,7.0537683474028435e-06,-11.861948566581512
2692,122Pd,-2.7676263138239925,2187999.024422548,6.115800948107587e-09,-18.912390095500207
2693,187Po,-4.61581745323928,1467918.5653160105,4.436332293964052e-11,-23.83860804778388
2694,210Rn,-78612.36248109027,104.86210535796036,0.0002737850787132101,-8.203167143624855
2695,168Hf,-11334.494622718346,727.2344942508331,4.933835272644307e-05,-9.916808833588957
2696,186Hf,-1258.9344176357142,6542.850630673924,4.943341698988516e-06,-12.217468998173418
2697,146I,-3.3872946127684296,1878962.647059127,2.978680254518721e-09,-19.631785502135088
2698,225Pu,-5.756999609512501,1220003.4298404178,3.168808781402895e-12,-26.477665377399138
2699,28Na,0.15912893680654466,9803598.98190367,1.0488757066443581e-09,-20.675547002022075
2700,219Ra,-5.576812953258835,1253428.181342895,2.8519279032626055e-10,-21.977855707068873
2701,102Zr,-9.50208206031767,784945.5614314884,6.369305650619818e-08,-16.569190283351972
2702,116Rh,-4.473326646142001,1506133.8801780227,2.170634015260983e-08,-17.645661446142867
2703,126Pm,-4.045226375102668,1633933.1649648454,1.5844043907014474e-08,-17.9604721859829
2704,48V,-56254.672432495274,146.53744844891128,0.04373305954825462,-3.1296509514893978
2705,61Mn,-1.9366636550652347,2807118.4402806573,2.2466854260146524e-08,-17.611224757872964
2706,89Br,-17.172352550048533,453632.11374707776,1.3806499860572412e-07,-15.79554125828765
2707,135Pm,-287.63159998692964,28560.84607301805,1.5527163028874184e-06,-13.375504707312329
2708,199Tl,-172427.76036783008,47.80851339098076,0.0008464522016883413,-7.074456823799466
2709,62Sc,-0.8619287812878896,4427431.801840225,6.33761756280579e-11,-23.481933103845147
2710,163Eu,-55.8623782308762,144973.93453303314,2.439982761680229e-07,-15.226104676563319
2711,214Fr,-5.426657406380779,1282713.8865144579,1.746013638552995e-10,-22.46851566124027
2712,43Sc,-430.03435577685553,19125.071095964493,0.0004438740588637919,-7.719969686976338
2713,136Te,-104.93673897739279,77815.9001174731,5.586609881613303e-07,-14.397723009013177
2714,134Sn,-6.6589942298443825,1076324.4430859312,2.9469921667046923e-08,-17.33989569825779
2715,145Xe,-3.4663858093561273,1845689.792800055,5.957360509037442e-09,-18.938638321575144
2716,217Th,-5.516750734507614,1264980.514811493,7.85864577787918e-12,-25.569406817222248
2717,219Po,-5866.080318485732,1405.0536640962916,1.9583238269069892e-05,-10.840836547965266
2718,68Cu,-91.06090434541305,89544.66347740535,9.791619134534943e-07,-13.836568821519256
2719,138Dy,-3.27797996782899,1926975.526072671,6.33761756280579e-09,-18.876762917857057
2720,32Mg,0.038831261062504265,8576603.00952806,2.5477222602479276e-09,-19.78806610822017
